seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	 183668	 183710	+	  7	   70	0.31	  43	  -0.04	-0.46	0.12	gene:YAR027W
I	 184832	 184876	+	  6	   55	0.38	  45	  -2.20	-0.34	0.10	gene:YAR028W
I	 186951	 186997	+	  4	   24	0.42	  47	   7.63	 0.10	0.05	NA
I	 188045	 188061	+	  4	   41	0.41	  17	   1.17	 0.30	0.15	gene:YAR033W
I	 191563	 191563	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 191926	 191926	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 192553	 192619	+	  8	  132	0.46	  67	  -5.59	-0.31	0.23	gene:YAR042W
I	 194757	 194757	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 195259	 195259	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 198736	 198745	+	  2	    9	0.67	  10	  -1.50	 1.08	0.08	NA
I	 199256	 199256	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 200641	 200641	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	 208964	 208964	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 225394	 225416	+	 11	  895	0.56	  23	   7.20	 0.11	0.45	gene:YAR071W
I	  11963	  11963	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL065C
I	  30755	  30755	-	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  32562	  32562	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	  32684	  32757	-	  7	   65	0.32	  74	  -5.99	-0.46	0.12	NA
I	  32802	  32802	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	  32910	  32910	-	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  32951	  32968	-	  3	   26	0.42	  18	   3.88	 0.46	0.03	NA
I	  34293	  34293	-	  1	    7	1.00	   1	   0.00	 2.00	1.00	NA
I	  34343	  34413	-	  9	  199	0.40	  71	 -16.96	-0.19	0.31	NA
I	  34518	  34518	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	  52622	  52653	-	  3	   13	0.46	  32	  -5.88	 0.47	0.04	gene:YAL049C
I	  53493	  53493	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  54787	  54822	-	  3	   83	0.65	  36	   0.01	 0.81	0.25	gene:YAL048C
I	  56857	  56886	-	  4	   27	0.44	  30	   7.17	 0.25	0.12	gene:YAL047C
I	  57374	  57409	-	  4	   18	0.28	  36	  -1.56	 0.03	0.01	gene:YAL046C
I	  58466	  58481	-	  3	  207	0.71	  16	  -5.15	 1.05	0.40	gene:YAL044C
I	  61050	  61088	-	 10	  176	0.36	  39	   2.26	-0.41	0.27	gene:YAL043C
I	  63586	  63586	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	  67809	  67850	-	  7	  257	0.53	  42	  14.96	 0.20	0.36	NA
I	  69553	  69612	-	 13	  159	0.38	  60	   4.64	-1.01	0.19	gene:YAL039C
I	  72087	  72087	-	  1	   11	1.00	   1	   0.00	 2.00	1.00	NA
I	  73005	  73005	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  73062	  73062	-	  1	   24	1.00	   1	   0.00	 2.00	1.00	NA
I	  73239	  73239	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	gene:YAL037C-B
I	  76174	  76224	-	 15	  574	0.32	  51	  -6.01	-0.72	0.30	gene:YAL036C
I	  82537	  82594	-	  5	   34	0.56	  58	 -11.03	 0.16	0.21	NA
I	  84482	  84509	-	  9	  133	0.33	  28	   3.47	-0.59	0.18	gene:YAL032C
I	  87060	  87078	-	  3	   40	0.72	  19	   4.57	 0.92	0.32	gene:YAL031C
I	  92261	  92261	-	  1	    6	1.00	   1	   0.00	 2.00	1.00	gene:YAL029C
I	  92403	  92403	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL029C
I	  92450	  92553	-	  9	  100	0.45	 104	  25.05	-0.43	0.23	gene:YAL029C
I	  99778	  99790	-	  4	   69	0.46	  13	   1.41	 0.21	0.10	gene:YAL026C
I	 101102	 101236	-	 13	 1105	0.56	 135	  -0.97	-0.21	0.40	gene:YAL025C
I	 105962	 105976	-	  4	   44	0.52	  15	  -1.34	 0.26	0.13	gene:YAL024C
I	 108280	 108280	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 108604	 108696	-	 15	  347	0.45	  93	 -10.04	-0.62	0.33	gene:YAL023C
I	 109593	 109593	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 110418	 110418	-	  1	    9	1.00	   1	   0.00	 2.00	1.00	gene:YAL022C
I	 110471	 110474	-	  2	   14	0.57	   4	   0.21	 1.01	0.01	gene:YAL022C
I	 112892	 112892	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 113385	 113432	-	 16	  419	0.23	  48	  -2.54	-1.39	0.15	gene:YAL021C
I	 114571	 114656	-	  5	   76	0.82	  86	   3.68	 0.95	0.55	gene:YAL020C
I	 127568	 127568	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 127910	 127938	-	  3	   13	0.46	  29	   1.00	 0.47	0.04	NA
I	 128033	 128102	-	  5	   62	0.60	  70	  19.56	 0.32	0.28	gene:YAL015C
I	 129036	 129076	-	  9	  156	0.47	  41	  -1.19	-0.53	0.20	gene:YAL014C
I	 130926	 130926	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 131348	 131350	-	  3	   73	0.49	   3	  -0.34	 0.56	0.09	NA
I	 131667	 131667	-	  1	    7	1.00	   1	   0.00	 2.00	1.00	NA
I	 135682	 135702	-	  5	   34	0.35	  21	   0.00	-0.14	0.08	gene:YAL010C
I	 138408	 138453	-	  6	  282	0.76	  46	  -9.83	 0.77	0.52	gene:YAL007C
I	 140015	 140015	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 140088	 140088	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 140211	 140238	-	  2	    7	0.57	  28	  -1.93	 1.01	0.01	NA
I	 140453	 140453	-	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	 140509	 140509	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 140613	 140635	-	  2	    6	0.50	  23	   0.00	 1.00	0.00	NA
I	 140691	 140706	-	  2	    8	0.50	  16	   0.00	 1.00	0.00	NA
I	 140757	 140889	-	 14	   64	0.23	 133	   4.33	-1.56	0.06	NA
I	 140933	 141011	-	  5	   18	0.28	  79	   8.06	-0.29	0.01	NA
I	 141060	 141128	-	  8	   43	0.26	  69	   8.30	-0.88	0.04	NA
I	 141186	 141186	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 141415	 141502	-	 15	  514	0.37	  88	  30.82	-0.56	0.34	gene:YAL005C
I	 141558	 141558	-	  1	    5	1.00	   1	   0.00	 2.00	1.00	gene:YAL005C
I	 141611	 141675	-	  5	   52	0.67	  65	  11.60	 0.46	0.34	gene:YAL005C
I	 151179	 151203	-	  3	   91	0.62	  25	   5.63	 0.72	0.19	gene:YAL001C
I	 152967	 152967	-	  1	    8	1.00	   1	   0.00	 2.00	1.00	NA
I	 153859	 153859	-	  1	   31	1.00	   1	   0.00	 2.00	1.00	NA
I	 154661	 154669	-	  2	    6	0.50	   9	   0.00	 1.00	0.00	gene:YAR002C-A
I	 154731	 154800	-	  9	  337	0.84	  70	 -18.26	 0.91	0.66	gene:YAR002C-A
I	 158641	 158698	-	  3	   37	0.81	  58	  20.80	 1.11	0.44	gene:YAR007C
I	 164808	 164816	-	  2	    7	0.57	   9	   0.57	 1.01	0.01	NA
I	 165919	 165919	-	  1	   69	1.00	   1	   0.00	 2.00	1.00	NA
I	 168982	 169061	-	 11	  333	0.77	  80	   0.95	 0.51	0.57	gene:YAR014C
I	 171705	 171744	-	  7	   30	0.30	  40	  -4.17	-0.67	0.05	gene:YAR018C
I	 175135	 175189	-	  3	   31	0.35	  55	  -1.19	 0.42	0.00	gene:YAR019C
I	 180056	 180056	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAR023C
I	 180658	 180658	-	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
I	 180991	 180991	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 182735	 182735	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 183509	 183509	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 185496	 185496	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 188637	 188649	-	  2	   21	0.76	  13	   3.14	 1.21	0.21	NA
I	 189025	 189025	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 189077	 189077	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 190037	 190047	-	  2	    9	0.56	  11	   0.56	 1.01	0.01	NA
I	 191266	 191266	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 191326	 191361	-	  2	   10	0.50	  36	   0.00	 1.00	0.00	NA
I	 194274	 194274	-	  1	   11	1.00	   1	   0.00	 2.00	1.00	NA
I	 199014	 199014	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 207352	 207352	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 208077	 208077	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 209010	 209010	-	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	 219465	 219465	-	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	 222875	 222875	-	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
I	 222916	 222961	-	  3	   49	0.53	  46	   7.26	 0.65	0.15	NA
II	   9332	   9332	+	  1	  262	1.00	   1	   0.00	 2.00	1.00	gene:YBL107W-A
II	  14403	  14403	+	  1	    9	1.00	   1	   0.00	 2.00	1.00	NA
II	  14576	  14576	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
II	  23980	  24041	+	  4	   49	0.41	  62	  -3.81	 0.23	0.12	gene:YBL102W
II	  24081	  24089	+	  2	    8	0.62	   9	   1.00	 1.05	0.05	gene:YBL102W
II	  24226	  24226	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	  28311	  28311	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YBL100W-C
II	  30068	  30075	+	  2	    7	0.57	   8	  -0.50	 1.01	0.01	NA
II	  36729	  36758	+	  7	   52	0.33	  30	   5.52	-0.45	0.13	NA
II	  39115	  39115	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	gene:YBL098W
II	  40768	  40770	+	  2	   20	0.85	   3	  -0.70	 1.39	0.39	gene:YBL097W
II	  45295	  45298	+	  2	    7	0.57	   4	  -0.21	 1.01	0.01	NA
II	  45361	  45371	+	  2	    7	0.57	  11	  -0.71	 1.01	0.01	NA
II	  45536	  45651	+	 27	 5537	0.62	 116	  21.29	 0.01	0.58	NA
II	  45978	  45978	+	  1	    8	1.00	   1	   0.00	 2.00	1.00	gene:YBL092W
II	  46575	  46583	+	  2	   20	0.85	   9	   2.80	 1.39	0.39	NA
II	  46778	  46778	+	  1	   13	1.00	   1	   0.00	 2.00	1.00	NA
II	  48753	  48753	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	gene:YBL090W
II	  48794	  48842	+	  4	   48	0.48	  49	 -10.75	 0.34	0.17	gene:YBL090W
II	  49524	  49579	+	  6	   33	0.30	  56	  -4.89	-0.44	0.06	gene:YBL089W
II	  60255	  60255	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	  63485	  63485	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	  63661	  63694	+	  8	   60	0.22	  34	  -1.30	-0.82	0.06	gene:YBL085W
II	  63736	  63740	+	  3	  119	0.76	   5	   1.09	 1.07	0.42	gene:YBL085W
II	  71537	  71595	+	  9	  136	0.51	  59	 -11.09	-0.36	0.25	NA
II	  75153	  75227	+	 13	  176	0.19	  75	   2.50	-1.26	0.12	gene:YBL079W
II	  78616	  78616	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	  89937	  89980	+	  5	  278	0.64	  44	 -13.85	 0.58	0.39	gene:YBL071W-A
II	  90660	  90715	+	  9	  175	0.74	  56	  -2.07	 0.41	0.50	gene:YBL069W
II	  92336	  92430	+	 13	  166	0.46	  95	 -28.67	-0.85	0.23	gene:YBL068W
II	  99655	  99655	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 100401	 100401	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
II	 101864	 101869	+	  3	  147	0.84	   6	   1.85	 1.19	0.49	gene:YBL063W
II	 107668	 107668	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 107876	 107927	+	  6	   51	0.27	  52	  -7.13	-0.49	0.04	gene:YBL060W
II	 110695	 110700	+	  2	   27	0.70	   6	   1.02	 1.12	0.12	NA
II	 111396	 111452	+	  7	  405	0.37	  57	 -20.01	-0.10	0.25	gene:YBL058W
II	 113636	 113720	+	  9	  201	0.33	  85	   9.75	-0.69	0.15	gene:YBL056W
II	 117373	 117412	+	  4	   24	0.38	  40	   1.54	 0.14	0.07	gene:YBL054W
II	 117466	 117516	+	  6	   80	0.39	  51	 -10.66	 0.02	0.24	gene:YBL054W
II	 123006	 123006	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
II	 123103	 123120	+	  2	  109	0.97	  18	  -8.03	 1.82	0.82	NA
II	 123164	 123165	+	  2	    7	0.57	   2	   0.07	 1.01	0.01	NA
II	 125038	 125094	+	 11	  811	0.64	  57	 -18.21	 0.13	0.46	gene:YBL050W
II	 128582	 128582	+	  1	   13	1.00	   1	   0.00	 2.00	1.00	NA
II	 131706	 131706	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
II	 131764	 131764	+	  1	   14	1.00	   1	   0.00	 2.00	1.00	NA
II	 132396	 132432	+	  5	   57	0.26	  37	  -3.16	-0.21	0.05	gene:YBL046W
II	 133082	 133082	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 138942	 138942	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 139063	 139063	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
II	 141010	 141028	+	  2	    9	0.67	  19	   3.00	 1.08	0.08	gene:YBL041W
II	 141191	 141238	+	  6	  277	0.35	  48	  -4.39	-0.25	0.13	gene:YBL041W
II	 142600	 142600	+	  1	    8	1.00	   1	   0.00	 2.00	1.00	NA
II	 146117	 146136	+	  3	   41	0.66	  20	   6.91	 0.78	0.23	gene:YBL038W
II	 147100	 147129	+	  3	   40	0.45	  30	  -3.03	 0.47	0.03	gene:YBL037W
II	 160052	 160147	+	 16	  439	0.31	  96	  14.70	-0.89	0.28	gene:YBL032W
II	 161661	 161695	+	  3	   13	0.38	  35	  -5.77	 0.42	0.01	gene:YBL031W
II	 168364	 168415	+	 15	 6803	0.53	  52	   8.06	 0.73	0.68	gene:YBL027W
II	 168491	 168491	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YBL027W
II	 168858	 168858	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
II	 169710	 169710	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 170558	 170558	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YBL026W
II	 171418	 171483	+	  4	   26	0.54	  66	  -9.54	 0.31	0.16	gene:YBL025W
II	 171565	 171565	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YBL025W
II	 171625	 171625	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 172500	 172530	+	  7	  145	0.53	  31	   1.90	 0.03	0.30	gene:YBL024W
II	 178061	 178061	+	  1	    7	1.00	   1	   0.00	 2.00	1.00	NA
II	 178250	 178250	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
II	 178776	 178776	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
II	 181572	 181602	+	  5	   23	0.26	  31	   1.09	-0.26	0.03	NA
II	 182310	 182357	+	  7	  111	0.44	  48	  -1.91	-0.32	0.17	gene:YBL020W
II	 184297	 184321	+	  2	   11	0.73	  25	  -5.45	 1.15	0.15	gene:YBL019W
II	 192369	 192429	+	  6	   56	0.29	  61	   3.52	-0.42	0.06	gene:YBL016W
II	 194019	 194019	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	gene:YBL015W
II	 201990	 202005	+	  2	   45	0.89	  16	  -5.83	 1.50	0.50	gene:YBL013W
II	 202058	 202058	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YBL013W
II	 202772	 202772	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 203428	 203471	+	  4	   51	0.43	  44	  11.42	 0.27	0.13	gene:YBL011W
II	 203613	 203613	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YBL011W
II	 204092	 204092	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 207141	 207157	+	  2	    8	0.62	  17	   2.00	 1.05	0.05	gene:YBL009W
II	 209576	 209608	+	  3	   94	0.71	  33	 -12.36	 0.87	0.29	gene:YBL008W
II	 216701	 216701	+	  1	    7	1.00	   1	   0.00	 2.00	1.00	gene:YBL006W-A
II	 216863	 216877	+	  2	    6	0.50	  15	   0.00	 1.00	0.00	NA
II	 217380	 217481	+	 17	  749	0.44	 102	  -4.48	-0.39	0.41	gene:YBL005W
II	 217543	 217543	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YBL005W
II	 221257	 221257	+	  1	    7	1.00	   1	   0.00	 2.00	1.00	NA
II	 221457	 221459	+	  2	   20	0.75	   3	   0.50	 1.19	0.19	NA
II	 222113	 222147	+	  2	    6	0.50	  35	   0.00	 1.00	0.00	NA
II	 226859	 226860	+	  2	   22	0.77	   2	   0.27	 1.23	0.23	NA
II	 227499	 227546	+	  9	   88	0.24	  48	   3.68	-0.93	0.08	gene:YBL004W
II	 227586	 227586	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YBL004W
II	 236368	 236408	+	  3	   43	0.51	  41	  -7.63	 0.55	0.09	gene:YBL002W
II	 236449	 236504	+	 10	  822	0.77	  56	  -9.85	 0.75	0.62	gene:YBL002W
II	 242775	 242808	+	  7	   92	0.26	  34	   0.46	-0.60	0.07	gene:YBR003W
II	 245817	 245817	+	  1	    7	1.00	   1	   0.00	 2.00	1.00	gene:YBR005W
II	 245859	 245890	+	  2	    7	0.57	  32	  -2.21	 1.01	0.01	gene:YBR005W
II	 246894	 246894	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YBR006W
II	 246970	 246970	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	gene:YBR006W
II	 248075	 248075	+	  1	   14	1.00	   1	   0.00	 2.00	1.00	NA
II	 248158	 248158	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
II	 249943	 249943	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 256303	 256307	+	  2	  596	0.94	   5	  -1.76	 1.67	0.67	gene:YBR010W
II	 265382	 265382	+	  1	   45	1.00	   1	   0.00	 2.00	1.00	NA
II	 267982	 267982	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
II	 269752	 269752	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
II	 269792	 269792	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
II	 270198	 270249	+	 12	  185	0.29	  52	 -10.92	-0.99	0.17	gene:YBR016W
II	 270389	 270389	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 276738	 276772	+	  4	   19	0.32	  35	  -0.79	 0.06	0.03	NA
II	 276816	 276820	+	  2	   23	0.87	   5	  -1.48	 1.44	0.44	NA
II	 283653	 283719	+	  4	   16	0.38	  67	  -7.50	 0.06	0.03	gene:YBR022W
II	 289319	 289385	+	  6	   34	0.47	  67	  -0.76	-0.21	0.15	gene:YBR024W
II	 290501	 290501	+	  1	   13	1.00	   1	   0.00	 2.00	1.00	NA
II	 295051	 295051	+	  1	   20	1.00	   1	   0.00	 2.00	1.00	NA
II	 296918	 296918	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
II	 298057	 298077	+	  2	   12	0.75	  21	   5.00	 1.19	0.19	gene:YBR030W
II	 298203	 298223	+	  4	   48	0.35	  21	   3.54	 0.08	0.04	gene:YBR030W
II	 300106	 300163	+	 15	 6118	0.88	  58	  15.65	 1.17	0.79	gene:YBR031W
II	 300262	 300268	+	  2	    8	0.50	   7	   0.00	 1.00	0.00	gene:YBR031W
II	 300360	 300400	+	  4	   14	0.29	  41	   0.86	 0.01	0.01	NA
II	 300449	 300455	+	  3	   10	0.40	   7	  -0.60	 0.43	0.01	NA
II	 300508	 300508	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 300628	 300628	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 300775	 300775	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 304176	 304176	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
II	 304430	 304430	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
