seq	TSS	strand	nTAGs	isreal
I	  62053	+	  1	TRUE
I	  62078	+	  1	TRUE
I	  62082	+	  3	TRUE
I	  62101	+	  1	TRUE
I	  62107	+	  2	TRUE
I	  62111	+	  1	TRUE
I	  62119	+	  1	TRUE
I	  62122	+	  1	TRUE
I	  62125	+	  4	TRUE
I	  62132	+	  1	TRUE
I	  62135	+	  1	TRUE
I	  62139	+	  1	TRUE
I	  62144	+	  3	TRUE
I	  62147	+	  2	TRUE
I	  62173	+	  1	TRUE
I	  62177	+	  1	TRUE
I	  62185	+	  2	TRUE
I	  62186	+	  2	TRUE
I	  62188	+	  2	TRUE
I	  62194	+	  1	TRUE
I	  62199	+	  1	TRUE
I	  62208	+	  1	TRUE
I	  62214	+	  1	TRUE
I	  62217	+	  1	TRUE
I	  62224	+	  1	TRUE
I	  62240	+	  2	TRUE
I	  62253	+	  2	TRUE
I	  62263	+	  1	TRUE
I	  62294	+	  1	TRUE
I	  62307	+	  1	TRUE
I	  62328	+	  1	TRUE
I	  62331	+	  1	TRUE
I	  62334	+	  1	TRUE
I	  62345	+	  1	TRUE
I	  62358	+	  1	TRUE
I	  62369	+	  1	TRUE
I	  62372	+	  1	TRUE
I	  62449	+	  1	TRUE
I	  62758	+	  1	TRUE
I	  62769	+	  2	TRUE
I	  62771	+	  1	TRUE
I	  62773	+	  4	TRUE
I	  62776	+	  4	TRUE
I	  62788	+	  1	TRUE
I	  62795	+	  2	TRUE
I	  62799	+	  1	TRUE
I	  62800	+	  1	TRUE
I	  62807	+	  2	TRUE
I	  62808	+	  3	TRUE
I	  62920	+	  1	TRUE
I	  62942	+	  1	TRUE
I	  62948	+	  1	TRUE
I	  62991	+	  1	TRUE
I	  62992	+	  1	TRUE
I	  63179	+	  1	TRUE
I	  63275	+	  1	TRUE
I	  63298	+	  1	TRUE
I	  65030	+	  1	TRUE
I	  67428	+	  1	TRUE
I	  67612	+	  1	TRUE
I	  68735	+	  1	TRUE
I	  70322	+	  1	TRUE
I	  71646	+	  1	TRUE
I	  71649	+	  1	TRUE
I	  71657	+	  1	TRUE
I	  71670	+	  1	TRUE
I	  71696	+	  3	TRUE
I	  71703	+	  2	TRUE
I	  71711	+	  6	TRUE
I	  71717	+	  1	TRUE
I	  71722	+	  1	TRUE
I	  71729	+	  8	TRUE
I	  71734	+	  1	TRUE
I	  71736	+	  1	TRUE
I	  71739	+	  1	TRUE
I	  71745	+	  2	TRUE
I	  71749	+	  2	TRUE
I	  71751	+	 19	TRUE
I	  71752	+	  3	TRUE
I	  71753	+	 23	TRUE
I	  71756	+	 73	TRUE
I	  71758	+	  1	TRUE
I	  71759	+	165	TRUE
I	  71763	+	  7	TRUE
I	  71768	+	 14	TRUE
I	  71772	+	  2	TRUE
I	  71777	+	  5	TRUE
I	  71780	+	  2	TRUE
I	  71788	+	  1	TRUE
I	  71792	+	  2	TRUE
I	  71812	+	  1	TRUE
I	  71852	+	  1	TRUE
I	  71855	+	  1	TRUE
I	  71867	+	  2	TRUE
I	  72004	+	  1	TRUE
I	  72019	+	  1	TRUE
I	  72065	+	  1	TRUE
I	  72071	+	  1	TRUE
I	  72074	+	  1	TRUE
I	  72083	+	  1	TRUE
I	  72095	+	  1	TRUE
I	  72099	+	  1	TRUE
I	  72107	+	  1	TRUE
I	  72122	+	  1	TRUE
I	  72155	+	  1	TRUE
I	  72182	+	  2	TRUE
I	  72184	+	  1	TRUE
I	  72200	+	  2	TRUE
I	  72238	+	  1	TRUE
I	  72257	+	  1	TRUE
I	  72283	+	  1	TRUE
I	  72290	+	  1	TRUE
I	  72314	+	  1	TRUE
I	  72315	+	  1	TRUE
I	  72316	+	  1	TRUE
I	  72330	+	  2	TRUE
I	  72341	+	  1	TRUE
I	  72377	+	  1	TRUE
I	  72390	+	  1	TRUE
I	  72395	+	  1	TRUE
I	  72412	+	  1	TRUE
I	  72454	+	  2	TRUE
I	  72457	+	  1	TRUE
I	  72458	+	  4	TRUE
I	  72469	+	  3	TRUE
I	  72470	+	  1	TRUE
I	  72477	+	  5	TRUE
I	  72482	+	  3	TRUE
I	  72484	+	  2	TRUE
I	  72487	+	  1	TRUE
I	  72488	+	  1	TRUE
I	  72493	+	  1	TRUE
I	  72497	+	  2	TRUE
I	  72519	+	  1	TRUE
I	  72526	+	  1	TRUE
I	  72544	+	  1	TRUE
I	  72550	+	  3	TRUE
I	  72551	+	  3	TRUE
I	  72560	+	  1	TRUE
I	  72566	+	  1	TRUE
I	  72568	+	  2	TRUE
I	  72569	+	  1	TRUE
I	  72571	+	  1	TRUE
I	  72586	+	  2	TRUE
I	  72587	+	  1	TRUE
I	  72601	+	  4	TRUE
I	  72626	+	  1	TRUE
I	  72634	+	  1	TRUE
I	  72657	+	  1	TRUE
I	  72661	+	  1	TRUE
I	  72672	+	  1	TRUE
I	  72674	+	  1	TRUE
I	  72675	+	  1	TRUE
I	  72676	+	  1	TRUE
I	  72688	+	  1	TRUE
I	  72704	+	  3	TRUE
I	  72711	+	  1	TRUE
I	  72718	+	  1	TRUE
I	  72719	+	  5	TRUE
I	  72725	+	  1	TRUE
I	  72733	+	  1	TRUE
I	  72749	+	  2	TRUE
I	  72754	+	  1	TRUE
I	  72758	+	  1	TRUE
I	  72759	+	  1	TRUE
I	  72773	+	  1	TRUE
I	  72791	+	  1	TRUE
I	  72793	+	  1	TRUE
I	  72796	+	  2	TRUE
I	  72812	+	  1	TRUE
I	  72818	+	  1	TRUE
I	  72827	+	  2	TRUE
I	  72828	+	  1	TRUE
I	  72829	+	  1	TRUE
I	  72845	+	  1	TRUE
I	  72851	+	  1	TRUE
I	  72855	+	  2	TRUE
I	  72860	+	  1	TRUE
I	  72877	+	  1	TRUE
I	  72919	+	  1	TRUE
I	  72920	+	  1	TRUE
I	  73066	+	  1	TRUE
I	  73447	+	  1	TRUE
I	  73462	+	  1	TRUE
I	  73864	+	  1	TRUE
I	  73888	+	  1	TRUE
I	  73913	+	  1	TRUE
I	  73914	+	  1	TRUE
I	  73916	+	  1	TRUE
I	  73921	+	  1	TRUE
I	  73940	+	  2	TRUE
I	  73952	+	  1	TRUE
I	  73981	+	  1	TRUE
I	  74017	+	  2	TRUE
I	  76344	+	  1	TRUE
I	  76364	+	  1	TRUE
I	  76366	+	  1	TRUE
I	  76368	+	  8	TRUE
I	  76377	+	 19	TRUE
I	  76384	+	  9	TRUE
I	  76386	+	 29	TRUE
I	  76387	+	  2	TRUE
I	  76392	+	 41	TRUE
I	  76394	+	 23	TRUE
I	  76395	+	  1	TRUE
I	  76396	+	 11	TRUE
I	  76397	+	 26	TRUE
I	  76398	+	  1	TRUE
I	  76401	+	183	TRUE
I	  76404	+	  4	TRUE
I	  76405	+	 47	TRUE
I	  76406	+	  1	TRUE
I	  76411	+	  3	TRUE
I	  76414	+	  4	TRUE
I	  76418	+	  2	TRUE
I	  76422	+	  1	TRUE
I	  76426	+	  1	TRUE
I	  76429	+	  2	TRUE
I	  76456	+	  1	TRUE
I	  76556	+	  1	TRUE
I	  76570	+	  1	TRUE
I	  76587	+	  1	TRUE
I	  76601	+	  1	TRUE
I	  76654	+	  1	TRUE
I	  76699	+	  1	TRUE
I	  76708	+	  1	TRUE
I	  76757	+	  1	TRUE
I	  76765	+	  1	TRUE
I	  76779	+	  1	TRUE
I	  76787	+	  1	TRUE
I	  76823	+	  1	TRUE
I	  76832	+	  1	TRUE
I	  76853	+	  1	TRUE
I	  76940	+	  1	TRUE
I	  76953	+	  1	TRUE
I	  77051	+	  1	TRUE
I	  77066	+	  1	TRUE
I	  77086	+	  1	TRUE
I	  77092	+	  3	TRUE
I	  77095	+	  1	TRUE
I	  77108	+	  1	TRUE
I	  77128	+	  1	TRUE
I	  77134	+	  1	TRUE
I	  77167	+	  3	TRUE
I	  77170	+	  1	TRUE
I	  77171	+	  1	TRUE
I	  77178	+	  1	TRUE
I	  77198	+	  1	TRUE
I	  77201	+	  1	TRUE
I	  77223	+	  1	TRUE
I	  77224	+	  2	TRUE
I	  77237	+	  1	TRUE
I	  77249	+	  2	TRUE
I	  77260	+	  3	TRUE
I	  77270	+	  1	TRUE
I	  77305	+	  1	TRUE
I	  77348	+	  1	TRUE
I	  77426	+	  1	TRUE
I	  77476	+	  1	TRUE
I	  77551	+	  1	TRUE
I	  77584	+	  1	TRUE
I	  77599	+	  1	TRUE
I	  77609	+	  1	TRUE
I	  77664	+	  1	TRUE
I	  77720	+	  1	TRUE
I	  77723	+	  1	TRUE
I	  77741	+	  1	TRUE
I	  77912	+	  1	TRUE
I	  78628	+	  1	TRUE
I	  78712	+	  1	TRUE
I	  78791	+	  1	TRUE
I	  79674	+	  1	TRUE
I	  79678	+	  1	TRUE
I	  79684	+	  2	TRUE
I	  79686	+	  2	TRUE
I	  79689	+	  1	TRUE
I	  79695	+	 12	TRUE
I	  79705	+	  1	TRUE
I	  80925	+	  1	TRUE
I	  82685	+	  1	TRUE
I	  82688	+	  2	TRUE
I	  82698	+	  2	TRUE
I	  82701	+	  4	TRUE
I	  82711	+	  1	TRUE
I	  82713	+	  1	TRUE
I	  82753	+	  2	TRUE
I	  82754	+	  1	TRUE
I	  82766	+	  1	TRUE
I	  82978	+	  1	TRUE
I	  87248	+	  2	TRUE
I	  87250	+	  3	TRUE
I	  87259	+	  4	TRUE
I	  87261	+	  1	TRUE
I	  87264	+	 13	TRUE
I	  87268	+	  2	TRUE
I	  87270	+	  1	TRUE
I	  87325	+	  1	TRUE
I	  87329	+	  1	TRUE
I	  92412	+	  1	TRUE
I	  92442	+	  1	TRUE
I	  92831	+	  2	TRUE
I	  92849	+	  3	TRUE
I	  92850	+	  1	TRUE
I	  92859	+	  6	TRUE
I	  92885	+	  1	TRUE
I	  92889	+	  2	TRUE
I	  92913	+	  1	TRUE
I	  93446	+	  1	TRUE
I	  93542	+	  1	TRUE
I	  94591	+	  1	TRUE
I	  94593	+	  1	TRUE
I	  94595	+	  2	TRUE
I	  94602	+	  1	TRUE
I	  94603	+	  1	TRUE
I	  94604	+	  2	TRUE
I	  94607	+	  3	TRUE
I	  94610	+	  3	TRUE
I	  94615	+	  1	TRUE
I	  94625	+	  3	TRUE
I	  94640	+	  1	TRUE
I	  94642	+	  1	TRUE
I	  94644	+	  1	TRUE
I	  94646	+	  6	TRUE
I	  94655	+	  1	TRUE
I	  94664	+	  2	TRUE
I	  94761	+	  1	TRUE
I	  95059	+	  1	TRUE
I	  95148	+	  1	TRUE
I	  95152	+	  3	TRUE
I	  95173	+	  1	TRUE
I	 114800	+	  2	TRUE
I	 114803	+	  3	TRUE
I	 114809	+	  5	TRUE
I	 114811	+	  1	TRUE
I	 114826	+	  1	TRUE
I	 114828	+	  1	TRUE
I	 115251	+	  1	TRUE
I	 115275	+	  1	TRUE
I	 115370	+	  1	TRUE
I	 115940	+	  1	TRUE
I	 116778	+	  1	TRUE
I	 117075	+	  1	TRUE
I	 117156	+	  1	TRUE
I	 119829	+	  1	TRUE
I	 119840	+	  1	TRUE
I	 119843	+	  1	TRUE
I	 119847	+	  1	TRUE
I	 119850	+	  1	TRUE
I	 119855	+	  4	TRUE
I	 119858	+	 11	TRUE
I	 119862	+	  6	TRUE
I	 119864	+	  2	TRUE
I	 119867	+	 10	TRUE
I	 119869	+	  1	TRUE
I	 119872	+	  8	TRUE
I	 119876	+	  2	TRUE
I	 119879	+	  2	TRUE
I	 119891	+	  4	TRUE
I	 119894	+	  3	TRUE
I	 119904	+	  1	TRUE
I	 119953	+	  4	TRUE
I	 119957	+	  1	TRUE
I	 119960	+	  4	TRUE
I	 119963	+	  4	TRUE
I	 119973	+	  1	TRUE
I	 120209	+	  1	TRUE
I	 120213	+	  1	TRUE
I	 120227	+	  1	TRUE
I	 120275	+	  1	TRUE
I	 120352	+	  1	TRUE
I	 120425	+	  1	TRUE
I	 120514	+	  1	TRUE
I	 121469	+	  1	TRUE
I	 123383	+	  1	TRUE
I	 123427	+	  1	TRUE
I	 124603	+	  1	TRUE
I	 124774	+	  1	TRUE
I	 124782	+	  1	TRUE
I	 124783	+	  2	TRUE
I	 124789	+	  2	TRUE
I	 124792	+	  6	TRUE
I	 124798	+	  4	TRUE
I	 124800	+	  1	TRUE
I	 124801	+	  7	TRUE
I	 124802	+	  1	TRUE
I	 124806	+	  1	TRUE
I	 124818	+	  2	TRUE
I	 124822	+	  1	TRUE
I	 124824	+	  1	TRUE
I	 124856	+	  1	TRUE
I	 124968	+	  1	TRUE
I	 125872	+	  1	TRUE
I	 127071	+	  1	TRUE
I	 129200	+	  3	TRUE
I	 129208	+	 27	TRUE
I	 129210	+	  9	TRUE
I	 129213	+	  8	TRUE
I	 129216	+	 10	TRUE
I	 129221	+	  2	TRUE
I	 129223	+	 30	TRUE
I	 129224	+	  6	TRUE
I	 129225	+	  6	TRUE
I	 129226	+	  6	TRUE
I	 129227	+	  2	TRUE
I	 129229	+	  3	TRUE
I	 129230	+	 51	TRUE
I	 129231	+	 52	TRUE
I	 129232	+	  4	TRUE
I	 129233	+	  5	TRUE
I	 129234	+	  4	TRUE
I	 129236	+	 94	TRUE
I	 129238	+	  9	TRUE
I	 129239	+	 22	TRUE
I	 129240	+	  2	TRUE
I	 129241	+	 11	TRUE
I	 129242	+	  2	TRUE
I	 129244	+	 12	TRUE
I	 129245	+	  1	TRUE
I	 129246	+	  1	TRUE
I	 129248	+	 30	TRUE
I	 129249	+	  9	TRUE
I	 129251	+	 45	TRUE
I	 129252	+	 15	TRUE
I	 129254	+	 26	TRUE
I	 129259	+	  2	TRUE
I	 129263	+	  6	TRUE
I	 129265	+	  1	TRUE
I	 129327	+	  1	TRUE
I	 129344	+	  1	TRUE
I	 129351	+	  1	TRUE
I	 129360	+	  1	TRUE
I	 129376	+	  1	TRUE
I	 129409	+	  1	TRUE
I	 129422	+	  1	TRUE
I	 129431	+	  1	TRUE
I	 129435	+	  1	TRUE
I	 129549	+	  1	TRUE
I	 129813	+	  1	TRUE
I	 130686	+	  2	TRUE
I	 130691	+	  1	TRUE
I	 130694	+	  1	TRUE
I	 130701	+	 16	TRUE
I	 130703	+	  1	TRUE
I	 130706	+	  2	TRUE
I	 130711	+	  1	TRUE
I	 130716	+	  4	TRUE
I	 130723	+	  1	TRUE
I	 130735	+	 48	TRUE
I	 130738	+	  1	TRUE
I	 130740	+	  2	TRUE
I	 130742	+	  7	TRUE
I	 130744	+	 32	TRUE
I	 130746	+	  1	TRUE
I	 130748	+	  5	TRUE
I	 130750	+	  4	TRUE
I	 130758	+	  1	TRUE
I	 130760	+	  1	TRUE
I	 130779	+	  1	TRUE
I	 131077	+	  1	TRUE
I	 131099	+	  1	TRUE
I	 131112	+	  1	TRUE
I	 131156	+	  1	TRUE
I	 131171	+	  1	TRUE
I	 131198	+	  1	TRUE
I	 131199	+	  1	TRUE
I	 131209	+	  1	TRUE
I	 131229	+	  2	TRUE
I	 131242	+	  1	TRUE
I	 131253	+	  1	TRUE
I	 131269	+	  1	TRUE
I	 131321	+	  1	TRUE
I	 131357	+	  1	TRUE
I	 131359	+	  1	TRUE
I	 131363	+	  2	TRUE
I	 131367	+	  1	TRUE
I	 131378	+	  1	TRUE
I	 131384	+	  1	TRUE
I	 131420	+	  1	TRUE
I	 131435	+	  1	TRUE
I	 131447	+	  1	TRUE
I	 132185	+	  1	TRUE
I	 132205	+	  1	TRUE
I	 132524	+	  1	TRUE
I	 132685	+	  1	TRUE
I	 135792	+	  1	TRUE
I	 135811	+	  1	TRUE
I	 135815	+	  2	TRUE
I	 135817	+	  1	TRUE
I	 135818	+	  2	TRUE
I	 135821	+	  1	TRUE
I	 135824	+	  2	TRUE
I	 135825	+	  1	TRUE
I	 135829	+	 11	TRUE
I	 135847	+	  1	TRUE
I	 135854	+	  2	TRUE
I	 136548	+	  1	TRUE
I	 136706	+	  1	TRUE
I	 136740	+	  1	TRUE
I	 136815	+	  1	TRUE
I	 136844	+	  2	TRUE
I	 136860	+	  1	TRUE
I	 136866	+	  3	TRUE
I	 136868	+	  5	TRUE
I	 136871	+	  1	TRUE
I	 136874	+	  1	TRUE
I	 136882	+	  4	TRUE
I	 136965	+	  1	TRUE
I	 136976	+	  1	TRUE
I	 137045	+	  2	TRUE
I	 137047	+	  1	TRUE
I	 137064	+	  1	TRUE
I	 137118	+	  1	TRUE
I	 137221	+	  1	TRUE
I	 137307	+	  1	TRUE
I	 137336	+	  1	TRUE
I	 137740	+	  1	TRUE
I	 141961	+	  2	TRUE
I	 142035	+	  1	TRUE
I	 142060	+	  1	TRUE
I	 142109	+	  1	TRUE
I	 142117	+	  7	TRUE
I	 142121	+	  1	TRUE
I	 142122	+	 18	TRUE
I	 142124	+	  4	TRUE
I	 142128	+	  1	TRUE
I	 142129	+	  1	TRUE
I	 142131	+	 27	TRUE
I	 142133	+	  2	TRUE
I	 142136	+	  1	TRUE
I	 142138	+	 33	TRUE
I	 142139	+	 10	TRUE
I	 142141	+	 48	TRUE
I	 142142	+	  1	TRUE
I	 142144	+	 38	TRUE
I	 142146	+	 18	TRUE
I	 142147	+	 21	TRUE
I	 142149	+	 25	TRUE
I	 142151	+	 10	TRUE
I	 142152	+	  2	TRUE
I	 142153	+	 81	TRUE
I	 142157	+	 12	TRUE
I	 142161	+	  4	TRUE
I	 142163	+	  9	TRUE
I	 142165	+	  6	TRUE
I	 142166	+	  1	TRUE
I	 142167	+	 12	TRUE
I	 142169	+	  2	TRUE
I	 142176	+	  2	TRUE
I	 142179	+	  5	TRUE
I	 142181	+	  1	TRUE
I	 142183	+	  1	TRUE
I	 142185	+	  2	TRUE
I	 142186	+	  1	TRUE
I	 142194	+	  1	TRUE
I	 142195	+	  6	TRUE
I	 142197	+	  1	TRUE
I	 142201	+	  1	TRUE
I	 142219	+	  1	TRUE
I	 142230	+	  6	TRUE
I	 142234	+	  5	TRUE
I	 142237	+	  3	TRUE
I	 142239	+	  1	TRUE
I	 142242	+	  4	TRUE
I	 142246	+	  5	TRUE
I	 142249	+	  3	TRUE
I	 142634	+	  2	TRUE
I	 142645	+	  1	TRUE
I	 142648	+	  3	TRUE
I	 142662	+	  1	TRUE
I	 142663	+	  1	TRUE
I	 142671	+	  1	TRUE
I	 142673	+	  2	TRUE
I	 142676	+	  1	TRUE
I	 142680	+	  1	TRUE
I	 142686	+	  1	TRUE
I	 142687	+	  2	TRUE
I	 142696	+	  4	TRUE
I	 142702	+	  1	TRUE
I	 142705	+	  1	TRUE
I	 142710	+	  2	TRUE
I	 142711	+	  5	TRUE
I	 142713	+	  4	TRUE
I	 142714	+	  1	TRUE
I	 142720	+	  1	TRUE
I	 142726	+	  1	TRUE
I	 142736	+	  1	TRUE
I	 142748	+	  1	TRUE
I	 142750	+	  2	TRUE
I	 142753	+	  3	TRUE
I	 142758	+	  1	TRUE
I	 142759	+	  2	TRUE
I	 142762	+	  1	TRUE
I	 142767	+	  2	TRUE
I	 142768	+	  2	TRUE
I	 142770	+	  1	TRUE
I	 142773	+	  1	TRUE
I	 142774	+	  1	TRUE
I	 142777	+	  3	TRUE
I	 142782	+	  1	TRUE
I	 142792	+	  2	TRUE
I	 142797	+	  1	TRUE
I	 142798	+	  3	TRUE
I	 142801	+	  2	TRUE
I	 142803	+	  1	TRUE
I	 142813	+	  1	TRUE
I	 142819	+	  1	TRUE
I	 142833	+	  2	TRUE
I	 142849	+	  3	TRUE
I	 142858	+	  4	TRUE
I	 142861	+	  1	TRUE
I	 142869	+	  2	TRUE
I	 142897	+	  1	TRUE
I	 142898	+	  1	TRUE
I	 142903	+	  3	TRUE
I	 142906	+	  1	TRUE
I	 142908	+	  1	TRUE
I	 142915	+	  1	TRUE
I	 142921	+	  3	TRUE
I	 142926	+	  2	TRUE
I	 142927	+	  1	TRUE
I	 142928	+	  2	TRUE
I	 142929	+	  1	TRUE
I	 142936	+	  5	TRUE
I	 142947	+	  2	TRUE
I	 142968	+	  1	TRUE
I	 142974	+	  1	TRUE
I	 142975	+	  1	TRUE
I	 142997	+	  1	TRUE
