seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	 129200	 129289	+	 32	 850	0.15	  90	 -9.41	-2.40	0.12	gene:YAL013W
I	 129344	 129344	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YAL013W
I	 129408	 129408	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 130686	 130779	+	 23	 291	0.24	  94	 -1.02	-1.77	0.17	gene:YAL012W
I	 131281	 131420	+	 10	  31	0.13	 140	 13.69	-1.32	0.00	NA
I	 131462	 131462	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 132205	 132205	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YAL011W
I	 135829	 135829	+	  1	  19	1.00	   1	  0.00	 2.00	1.00	gene:YAL009W
I	 136844	 136882	+	  8	  53	0.36	  39	  4.43	-0.68	0.11	gene:YAL008W
I	 142117	 142242	+	 23	 569	0.26	 126	-33.06	-1.69	0.18	gene:YAL003W
I	 142619	 142998	+	 55	 235	0.04	 380	 -3.36	-3.71	0.01	NA
I	 143572	 143616	+	  4	  14	0.29	  45	 -0.57	 0.01	0.01	gene:YAL002W
I	 152208	 152228	+	  3	  47	0.60	  21	  0.55	 0.73	0.20	gene:YAR002W
I	 154920	 154958	+	  2	   7	0.57	  39	 -2.71	 1.01	0.01	gene:YAR003W
I	 158847	 158897	+	  7	  65	0.29	  51	-10.35	-0.58	0.08	gene:YAR008W
I	 166267	 166267	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 169234	 169371	+	 18	 194	0.19	 138	 -4.85	-1.65	0.12	gene:YAR015W
I	 175298	 175298	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 180251	 180251	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 183688	 183699	+	  3	  14	0.50	  12	  0.43	 0.51	0.06	gene:YAR027W
I	 188050	 188061	+	  4	  18	0.33	  12	 -0.22	 0.05	0.02	gene:YAR033W
I	 190149	 190149	+	  1	   6	1.00	   1	  0.00	 2.00	1.00	gene:YAR035W
I	 192549	 192619	+	  6	  32	0.38	  71	 -1.81	-0.35	0.09	gene:YAR042W
I	 195689	 195689	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 199071	 199134	+	  3	  16	0.50	  64	  8.44	 0.52	0.07	NA
I	 199207	 199263	+	  4	  13	0.31	  57	  4.31	 0.01	0.01	NA
I	 200628	 200628	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 225159	 225159	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 225413	 225415	+	  2	   8	0.62	   3	 -0.25	 1.05	0.05	gene:YAR071W
I	   6331	   6331	-	  1	   6	1.00	   1	  0.00	 2.00	1.00	NA
I	  32386	  32386	-	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
I	  32501	  32501	-	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
I	  32549	  32562	-	  4	  27	0.48	  14	 -1.91	 0.23	0.11	NA
I	  32665	  32749	-	 10	  62	0.19	  85	 -4.06	-1.04	0.09	NA
I	  32951	  32968	-	  3	  11	0.36	  18	  3.14	 0.43	0.01	NA
I	  34345	  34404	-	  7	  46	0.35	  60	-14.07	-0.46	0.12	NA
I	  43276	  43276	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	  45059	  45059	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YAL054C
I	  52617	  52669	-	  4	  23	0.43	  53	 11.04	 0.15	0.07	gene:YAL049C
I	  54790	  54799	-	  2	   8	0.50	  10	  0.00	 1.00	0.00	gene:YAL048C
I	  56882	  56886	-	  2	  10	0.70	   5	 -0.80	 1.12	0.12	gene:YAL047C
I	  57374	  57391	-	  2	   8	0.62	  18	  2.12	 1.05	0.05	gene:YAL046C
I	  58469	  58476	-	  3	  33	0.39	   8	 -0.59	 0.43	0.01	gene:YAL044C
I	  61068	  61068	-	  1	   5	1.00	   1	  0.00	 2.00	1.00	gene:YAL043C
I	  66205	  66205	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	  67833	  67885	-	  8	 128	0.34	  53	-14.96	-0.52	0.16	NA
I	  67941	  67941	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	  69553	  69605	-	 13	 103	0.17	  53	  1.40	-1.53	0.05	gene:YAL039C
I	  75192	  75229	-	  2	   6	0.50	  38	  0.00	 1.00	0.00	NA
I	  76184	  76199	-	  3	  28	0.46	  16	 -1.96	 0.47	0.03	gene:YAL036C
I	  81840	  81840	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	  81978	  81997	-	  3	  35	0.40	  20	 -0.76	 0.43	0.01	gene:YAL034C
I	  82537	  82585	-	  5	  37	0.30	  49	  1.51	-0.16	0.07	NA
I	  84482	  84507	-	  4	  34	0.50	  26	 -0.65	 0.23	0.11	gene:YAL032C
I	  87060	  87078	-	  3	  30	0.73	  19	  4.73	 0.90	0.30	gene:YAL031C
I	  91492	  91542	-	  4	  15	0.33	  51	  2.40	 0.03	0.02	NA
I	  91640	  91640	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	  92444	  92547	-	  5	  33	0.42	 104	 -4.47	-0.08	0.11	gene:YAL029C
I	  99764	  99790	-	  3	  27	0.74	  27	  4.93	 0.92	0.32	gene:YAL026C
I	 101020	 101020	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 101151	 101216	-	 14	 353	0.22	  66	-13.77	-1.36	0.12	gene:YAL025C
I	 105962	 105985	-	  3	  16	0.56	  24	 -5.00	 0.58	0.10	gene:YAL024C
I	 108614	 108671	-	 10	  44	0.16	  58	  2.43	-1.25	0.02	gene:YAL023C
I	 110446	 110463	-	  3	  19	0.58	  18	 -3.24	 0.60	0.11	gene:YAL022C
I	 113400	 113420	-	  7	  49	0.22	  21	 -2.43	-0.66	0.05	gene:YAL021C
I	 114571	 114627	-	  5	  32	0.34	  57	 10.91	-0.14	0.08	gene:YAL020C
I	 114667	 114673	-	  2	  10	0.70	   7	 -1.20	 1.12	0.12	gene:YAL020C
I	 127571	 127571	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 129047	 129072	-	  4	  25	0.40	  26	 -0.42	 0.21	0.10	gene:YAL014C
I	 135686	 135710	-	  5	  32	0.28	  25	 -3.28	-0.23	0.04	gene:YAL010C
I	 138099	 138099	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 138394	 138453	-	  7	  80	0.39	  60	 -2.19	-0.43	0.14	gene:YAL007C
I	 140119	 140133	-	  2	   7	0.57	  15	  1.00	 1.01	0.01	NA
I	 140244	 140265	-	  2	   6	0.50	  22	  0.00	 1.00	0.00	NA
I	 140378	 140406	-	  2	   6	0.50	  29	  0.00	 1.00	0.00	NA
I	 140717	 140915	-	 21	  80	0.08	 199	  1.21	-2.35	0.01	NA
I	 140967	 141027	-	 10	  68	0.25	  61	  2.43	-1.11	0.06	NA
I	 141095	 141125	-	  9	  51	0.20	  31	  4.45	-1.03	0.04	NA
I	 141182	 141246	-	 13	  73	0.23	  65	 -3.73	-1.51	0.05	NA
I	 141302	 141371	-	 10	  42	0.19	  70	 -2.60	-1.25	0.02	gene:YAL005C
I	 141419	 141553	-	 22	 419	0.40	 135	  3.84	-1.19	0.28	gene:YAL005C
I	 141611	 141661	-	  3	  10	0.40	  51	  4.00	 0.43	0.01	gene:YAL005C
I	 151161	 151204	-	  5	  27	0.52	  44	 13.20	 0.04	0.16	gene:YAL001C
I	 152063	 152063	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 154541	 154541	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 154664	 154669	-	  2	   6	0.50	   6	  0.00	 1.00	0.00	gene:YAR002C-A
I	 154724	 154798	-	 11	  86	0.21	  75	-15.48	-1.23	0.07	gene:YAR002C-A
I	 158661	 158698	-	  2	   8	0.62	  38	 -4.62	 1.05	0.05	gene:YAR007C
I	 164812	 164818	-	  4	  23	0.39	   7	  0.43	 0.13	0.06	NA
I	 165849	 165919	-	  3	  33	0.73	  71	 18.91	 0.90	0.31	NA
I	 168862	 168869	-	  2	   9	0.67	   8	  1.17	 1.08	0.08	gene:YAR014C
I	 168911	 168911	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YAR014C
I	 168976	 169045	-	  9	  93	0.46	  70	 11.24	-0.52	0.21	gene:YAR014C
I	 171711	 171744	-	  3	  12	0.42	  34	  1.25	 0.45	0.02	gene:YAR018C
I	 175135	 175179	-	  3	  11	0.45	  45	 -1.00	 0.46	0.03	gene:YAR019C
I	 180023	 180088	-	  3	  12	0.42	  66	  2.92	 0.45	0.02	gene:YAR023C
I	 183548	 183548	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
I	 188530	 188530	-	  1	   6	1.00	   1	  0.00	 2.00	1.00	NA
I	 188587	 188661	-	  9	  45	0.22	  75	  9.44	-1.00	0.05	NA
I	 190047	 190047	-	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
I	 198968	 198999	-	  3	  12	0.50	  32	  3.50	 0.50	0.05	NA
I	 222961	 222961	-	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	  23980	  24041	+	 10	  53	0.23	  62	 -0.14	-1.17	0.05	gene:YBL102W
II	  28687	  28687	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	  29884	  29884	+	  1	  17	1.00	   1	  0.00	 2.00	1.00	NA
II	  31838	  31929	+	 12	  42	0.12	  92	 15.40	-1.56	0.01	NA
II	  36686	  36803	+	 19	 184	0.32	 118	  2.85	-1.41	0.20	gene:YBL099W
II	  39115	  39125	+	  2	  14	0.64	  11	 -1.43	 1.06	0.06	gene:YBL098W
II	  40768	  40798	+	  3	  22	0.64	  31	 -6.14	 0.71	0.18	gene:YBL097W
II	  43251	  43267	+	  2	   7	0.57	  17	  1.14	 1.01	0.01	gene:YBL095W
II	  45364	  45371	+	  3	  12	0.42	   8	 -0.50	 0.45	0.02	NA
II	  45462	  45462	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	  45512	  45720	+	 40	 648	0.16	 209	 -6.04	-2.46	0.16	NA
II	  46015	  46015	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	gene:YBL092W
II	  46575	  46583	+	  2	  12	0.67	   9	  1.33	 1.08	0.08	NA
II	  48778	  48827	+	  9	  59	0.29	  50	  4.58	-0.91	0.08	gene:YBL090W
II	  49545	  49558	+	  3	  10	0.40	  14	  0.50	 0.43	0.01	gene:YBL089W
II	  63661	  63694	+	  4	  28	0.50	  34	  8.79	 0.29	0.15	gene:YBL085W
II	  63736	  63763	+	  5	  57	0.46	  28	 -7.15	-0.02	0.13	gene:YBL085W
II	  63806	  63806	+	  1	   6	1.00	   1	  0.00	 2.00	1.00	gene:YBL085W
II	  63888	  63888	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YBL085W
II	  66248	  66248	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	  71537	  71595	+	  8	  93	0.35	  59	 -9.96	-0.50	0.17	NA
II	  74421	  74421	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	  75165	  75222	+	  6	  32	0.34	  58	  3.81	-0.40	0.07	gene:YBL079W
II	  88056	  88056	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	  89926	  89968	+	 10	  94	0.33	  43	 -4.17	-0.89	0.13	gene:YBL071W-A
II	  90673	  90712	+	  5	  43	0.58	  40	 -3.69	 0.19	0.22	gene:YBL069W
II	  92345	  92396	+	 10	  61	0.20	  52	 -4.04	-1.12	0.06	gene:YBL068W
II	  96370	  96370	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 101864	 101878	+	  3	  12	0.50	  15	 -1.00	 0.50	0.05	gene:YBL063W
II	 107884	 107936	+	  6	  26	0.27	  53	 -6.96	-0.52	0.03	gene:YBL060W
II	 110687	 110700	+	  5	  23	0.26	  14	  0.98	-0.29	0.02	gene:YBL059W
II	 111396	 111409	+	  4	  76	0.41	  14	  2.43	 0.10	0.05	gene:YBL058W
II	 111452	 111452	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YBL058W
II	 111618	 111618	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 113626	 113651	+	  4	  19	0.26	  26	  1.97	 0.01	0.00	gene:YBL056W
II	 113707	 113730	+	  6	  53	0.36	  24	  0.39	-0.21	0.14	gene:YBL056W
II	 117352	 117516	+	 14	  94	0.17	 165	 25.61	-1.54	0.07	gene:YBL054W
II	 125038	 125103	+	 14	 169	0.20	  66	-18.65	-1.31	0.13	gene:YBL050W
II	 132399	 132426	+	  4	  17	0.47	  28	 -1.85	 0.16	0.08	gene:YBL046W
II	 136424	 136424	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 136553	 136561	+	  4	  17	0.41	   9	 -1.06	 0.10	0.05	gene:YBL043W
II	 140947	 140947	+	  1	   7	1.00	   1	  0.00	 2.00	1.00	NA
II	 140991	 140991	+	  1	   6	1.00	   1	  0.00	 2.00	1.00	NA
II	 141033	 141033	+	  1	   6	1.00	   1	  0.00	 2.00	1.00	gene:YBL041W
II	 141191	 141247	+	  9	 184	0.20	  57	  0.10	-0.93	0.07	gene:YBL041W
II	 143082	 143108	+	  6	  34	0.32	  27	  0.85	-0.41	0.07	NA
II	 143188	 143191	+	  2	   9	0.56	   4	 -0.17	 1.01	0.01	gene:YBL039W-B
II	 143295	 143314	+	  2	   7	0.57	  20	 -1.36	 1.01	0.01	gene:YBL039W-B
II	 146113	 146136	+	  5	  52	0.25	  24	  1.71	-0.30	0.01	gene:YBL038W
II	 147097	 147162	+	 10	  86	0.27	  66	 -9.70	-0.91	0.12	gene:YBL037W
II	 151458	 151490	+	  3	  11	0.36	  33	 -0.82	 0.43	0.01	NA
II	 160074	 160147	+	 16	 142	0.18	  74	  3.04	-1.60	0.10	gene:YBL032W
II	 161669	 161715	+	  6	  43	0.33	  47	 -7.60	-0.33	0.10	gene:YBL031W
II	 167143	 167143	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 168334	 168415	+	 10	 553	0.39	  82	 25.15	-0.22	0.33	gene:YBL027W
II	 168937	 168937	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 169014	 169076	+	  8	  31	0.19	  63	 -5.61	-0.95	0.02	NA
II	 169159	 169188	+	  2	   6	0.50	  30	  0.00	 1.00	0.00	NA
II	 169710	 169710	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 170293	 170293	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 170543	 170602	+	  9	  59	0.34	  60	 -8.55	-0.82	0.11	gene:YBL026W
II	 171399	 171483	+	  6	  31	0.26	  85	 -1.81	-0.48	0.04	gene:YBL025W
II	 171622	 171625	+	  2	   8	0.62	   4	  0.38	 1.05	0.05	NA
II	 172443	 172525	+	 15	  95	0.32	  83	 15.16	-1.43	0.12	gene:YBL024W
II	 173360	 173360	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 173437	 173437	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 182299	 182357	+	  7	  54	0.26	  59	  0.35	-0.54	0.09	gene:YBL020W
II	 184293	 184321	+	  2	   6	0.50	  29	  0.00	 1.00	0.00	gene:YBL019W
II	 184361	 184361	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	gene:YBL019W
II	 184709	 184709	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 192363	 192428	+	  9	  48	0.27	  66	 -1.58	-0.96	0.07	gene:YBL016W
II	 193953	 193953	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YBL015W
II	 194019	 194045	+	  4	  24	0.33	  27	 -1.29	 0.03	0.01	gene:YBL015W
II	 201990	 201990	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	gene:YBL013W
II	 203356	 203356	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YBL011W
II	 203437	 203471	+	  7	  52	0.25	  35	  2.69	-0.63	0.06	gene:YBL011W
II	 205585	 205585	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 209566	 209616	+	  7	  38	0.34	  51	 -3.11	-0.57	0.08	gene:YBL008W
II	 209748	 209748	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	gene:YBL008W
II	 217382	 217430	+	  6	  29	0.34	  49	  1.66	-0.43	0.06	gene:YBL005W
II	 217539	 217547	+	  4	  15	0.33	   9	  0.13	 0.03	0.02	gene:YBL005W
II	 221302	 221329	+	  5	  36	0.50	  28	 -2.08	 0.07	0.17	NA
II	 221370	 221370	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 221413	 221459	+	  5	  20	0.35	  47	 -1.20	-0.23	0.04	NA
II	 221509	 221529	+	  6	  29	0.21	  21	  1.17	-0.54	0.02	NA
II	 221576	 221613	+	  2	  16	0.81	  38	 11.56	 1.30	0.30	NA
II	 221764	 221764	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 222036	 222116	+	  4	  24	0.25	  81	  5.00	 0.00	0.00	NA
II	 222170	 222170	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 222224	 222227	+	  2	  10	0.60	   4	  0.30	 1.03	0.03	NA
II	 223885	 223891	+	  2	  11	0.55	   7	 -0.27	 1.01	0.01	NA
II	 224537	 224537	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 224602	 224602	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 224768	 224768	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 224971	 224971	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 225256	 225256	+	  1	  10	1.00	   1	  0.00	 2.00	1.00	NA
II	 227511	 227586	+	 17	 131	0.10	  76	-11.93	-1.95	0.03	gene:YBL004W
II	 234567	 234567	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 234688	 234688	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 236361	 236518	+	 25	 253	0.21	 158	  6.47	-1.98	0.14	gene:YBL002W
II	 236566	 236566	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	gene:YBL002W
II	 236652	 236652	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
II	 236743	 236743	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
II	 236850	 236880	+	  2	   6	0.50	  31	  0.00	 1.00	0.00	NA
II	 241674	 241686	+	  3	  18	0.67	  13	 -3.67	 0.75	0.21	NA
II	 242780	 242803	+	  3	  23	0.48	  24	 -1.85	 0.48	0.04	gene:YBR003W
II	 245817	 245883	+	  7	  50	0.38	  67	 20.92	-0.48	0.12	gene:YBR005W
II	 246879	 246879	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	gene:YBR006W
II	 246962	 246970	+	  2	  21	0.86	   9	  2.86	 1.41	0.41	gene:YBR006W
II	 248019	 248123	+	 15	  64	0.16	 105	 -4.56	-1.78	0.03	NA
II	 256303	 256324	+	  4	 103	0.83	  22	 -9.17	 1.10	0.55	gene:YBR010W
II	 260575	 260575	+	  1	   9	1.00	   1	  0.00	 2.00	1.00	NA
II	 262960	 262960	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 270189	 270249	+	 18	 313	0.21	  61	 -4.29	-1.58	0.14	gene:YBR016W
II	 276816	 276816	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
II	 283653	 283727	+	  9	  51	0.20	  75	 -7.31	-1.05	0.04	gene:YBR022W
II	 289328	 289353	+	  3	  19	0.42	  26	  0.55	 0.47	0.04	gene:YBR024W
II	 298213	 298226	+	  4	  17	0.29	  14	  1.15	 0.03	0.01	gene:YBR030W
II	 300142	 300160	+	  6	 150	0.77	  19	 -1.50	 0.73	0.51	gene:YBR031W
II	 300567	 300796	+	 16	  63	0.10	 230	 22.47	-1.95	0.01	NA
II	 300879	 300879	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 300951	 300951	+	  1	   4	1.00	   1	  0.00	 2.00	1.00	NA
II	 301006	 301006	+	  1	   6	1.00	   1	  0.00	 2.00	1.00	NA
II	 303984	 303996	+	  2	   9	0.67	  13	  2.00	 1.08	0.08	NA
II	 307556	 307599	+	  4	  28	0.43	  44	 10.93	 0.17	0.09	NA
II	 308079	 308079	+	  1	   8	1.00	   1	  0.00	 2.00	1.00	NA
II	 311777	 311900	+	 20	 124	0.15	 124	  5.01	-2.02	0.07	gene:YBR038W
II	 311952	 311952	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	gene:YBR038W
II	 315484	 315549	+	 11	 131	0.26	  66	 -1.41	-1.14	0.09	gene:YBR039W
II	 315814	 315814	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 318213	 318231	+	  3	  12	0.42	  19	 -2.83	 0.45	0.02	gene:YBR041W
II	 326276	 326345	+	  8	  35	0.23	  70	  7.59	-0.93	0.02	NA
II	 331750	 331850	+	  8	  59	0.25	 101	  2.85	-0.77	0.08	gene:YBR047W
II	 332681	 332681	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	gene:YBR048W
II	 332733	 332900	+	 50	1110	0.15	 168	-11.98	-2.65	0.18	gene:YBR048W
II	 333391	 333501	+	 11	  53	0.32	 111	-23.64	-1.12	0.10	NA
II	 337198	 337216	+	  2	  15	0.80	  19	 -5.40	 1.28	0.28	NA
II	 338560	 338560	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 340994	 340994	+	  1	   5	1.00	   1	  0.00	 2.00	1.00	NA
II	 342783	 342791	+	  3	  30	0.63	   9	  0.40	 0.71	0.18	NA
II	 347591	 347591	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 347799	 347842	+	  5	  26	0.42	  44	 -1.73	-0.12	0.09	gene:YBR056W
II	 351211	 351246	+	  4	  28	0.61	  36	  9.32	 0.43	0.21	gene:YBR056W-A
II	 360612	 360612	+	  1	   3	1.00	   1	  0.00	 2.00	1.00	NA
II	 362849	 362889	+	  3	  16	0.50	  41	  8.50	 0.50	0.05	NA
II	 370530	 370548	+	  3	  14	0.36	  19	  2.79	 0.42	0.00	NA
