seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	 140235	 140257	-	 2	    6	0.50	 23	  0.00	 1.00	0.00	NA
I	 140306	 140306	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	 140624	 140625	-	 2	    6	0.50	  2	  0.00	 1.00	0.00	NA
I	 140687	 140687	-	 1	    7	1.00	  1	  0.00	 2.00	1.00	NA
I	 140780	 140780	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	 140838	 140873	-	 2	    9	0.67	 36	 -5.83	 1.08	0.08	NA
I	 140960	 140960	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	 141013	 141014	-	 2	    8	0.62	  2	  0.12	 1.05	0.05	NA
I	 141441	 141538	-	21	 1721	0.62	 98	  4.16	-0.05	0.53	gene:YAL005C
I	 141633	 141678	-	 7	   30	0.20	 46	  3.33	-0.74	0.02	gene:YAL005C
I	 151173	 151203	-	 4	   27	0.56	 31	  5.67	 0.34	0.17	gene:YAL001C
I	 154724	 154769	-	12	  298	0.43	 46	 -1.71	-0.42	0.33	gene:YAR002C-A
I	 158649	 158698	-	 7	   47	0.30	 50	  2.61	-0.51	0.11	gene:YAR007C
I	 165919	 165919	-	 1	    6	1.00	  1	  0.00	 2.00	1.00	NA
I	 167379	 167379	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	 168950	 168950	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAR014C
I	 169012	 169028	-	 7	  107	0.41	 17	  0.35	-0.35	0.16	gene:YAR014C
I	 171711	 171738	-	 2	   13	0.69	 28	 -5.19	 1.11	0.11	gene:YAR018C
I	 175186	 175186	-	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAR019C
I	 183511	 183511	-	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
I	 188634	 188661	-	 3	   13	0.38	 28	  0.58	 0.42	0.01	NA
I	 190047	 190047	-	 1	   14	1.00	  1	  0.00	 2.00	1.00	NA
II	   9270	   9270	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL107W-A
II	   9332	   9332	+	 1	    7	1.00	  1	  0.00	 2.00	1.00	gene:YBL107W-A
II	  23980	  24036	+	 7	   60	0.33	 57	 -4.35	-0.56	0.09	gene:YBL102W
II	  24081	  24081	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	gene:YBL102W
II	  30057	  30079	+	 2	    8	0.62	 23	 -2.75	 1.05	0.05	NA
II	  36686	  36766	+	17	  160	0.26	 81	 12.32	-1.70	0.10	NA
II	  40744	  40813	+	 4	   14	0.29	 70	 -3.86	 0.01	0.01	gene:YBL097W
II	  43261	  43267	+	 2	    7	0.57	  7	 -0.43	 1.01	0.01	gene:YBL095W
II	  45536	  45634	+	29	 1738	0.28	 99	 27.91	-1.27	0.33	NA
II	  45978	  45978	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL092W
II	  48753	  48818	+	10	  171	0.57	 66	  9.39	-0.30	0.31	gene:YBL090W
II	  49551	  49562	+	 3	   15	0.40	 12	  1.23	 0.43	0.01	gene:YBL089W
II	  61209	  61209	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	  63661	  63694	+	 5	   42	0.50	 34	  3.10	 0.04	0.16	gene:YBL085W
II	  63736	  63755	+	 5	   43	0.51	 20	 -4.78	 0.07	0.17	gene:YBL085W
II	  71540	  71574	+	 7	  127	0.32	 35	 -0.72	-0.30	0.18	NA
II	  72304	  72304	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	  75153	  75222	+	14	  257	0.29	 70	  8.05	-1.08	0.19	gene:YBL079W
II	  89935	  89943	+	 3	   54	0.59	  9	  1.07	 0.63	0.13	gene:YBL071W-A
II	  90641	  90709	+	 8	   51	0.41	 69	  1.76	-0.58	0.14	gene:YBL069W
II	  92336	  92396	+	14	  134	0.21	 61	 -4.13	-1.48	0.09	gene:YBL068W
II	 101864	 101864	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL063W
II	 107676	 107689	+	 2	    7	0.57	 14	 -0.93	 1.01	0.01	gene:YBL060W
II	 110661	 110700	+	 6	   25	0.24	 40	  3.18	-0.54	0.02	gene:YBL059W
II	 111396	 111414	+	 5	  145	0.49	 19	  1.29	 0.08	0.17	gene:YBL058W
II	 111903	 111903	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
II	 113626	 113658	+	 7	   41	0.27	 33	  4.63	-0.67	0.05	gene:YBL056W
II	 113712	 113720	+	 3	   36	0.47	  9	  1.22	 0.53	0.07	gene:YBL056W
II	 117110	 117110	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 117370	 117483	+	 9	   78	0.29	114	 31.51	-0.77	0.13	gene:YBL054W
II	 125038	 125067	+	 8	   83	0.39	 30	 -5.58	-0.53	0.16	gene:YBL050W
II	 126717	 126717	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL049W
II	 132411	 132424	+	 2	    7	0.57	 14	  0.93	 1.01	0.01	gene:YBL046W
II	 140991	 141033	+	 3	   13	0.38	 43	  1.15	 0.42	0.01	gene:YBL041W
II	 141186	 141253	+	13	  371	0.21	 68	 -3.68	-1.04	0.18	gene:YBL041W
II	 143191	 143191	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL039W-B
II	 146113	 146136	+	 7	   92	0.28	 24	  0.70	-0.57	0.08	gene:YBL038W
II	 147100	 147178	+	 6	   32	0.28	 79	-14.31	-0.46	0.05	gene:YBL037W
II	 160086	 160136	+	 6	   63	0.43	 51	-12.22	-0.18	0.16	gene:YBL032W
II	 161665	 161708	+	 4	   26	0.50	 44	 -8.35	 0.27	0.14	gene:YBL031W
II	 167050	 167050	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 168334	 168416	+	19	 2936	0.62	 83	 21.54	 0.06	0.54	gene:YBL027W
II	 168840	 168870	+	 3	   15	0.47	 31	  0.00	 0.49	0.05	NA
II	 168966	 168969	+	 3	   12	0.42	  4	 -0.33	 0.45	0.02	NA
II	 169018	 169018	+	 1	    7	1.00	  1	  0.00	 2.00	1.00	NA
II	 170552	 170581	+	 6	   51	0.27	 30	 -4.05	-0.41	0.07	gene:YBL026W
II	 170952	 170952	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 171395	 171435	+	 5	   36	0.31	 41	  8.53	-0.16	0.07	gene:YBL025W
II	 171619	 171619	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
II	 172443	 172443	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBL024W
II	 172490	 172528	+	 7	   61	0.43	 39	  3.46	-0.43	0.13	gene:YBL024W
II	 182319	 182357	+	 6	   48	0.42	 39	-11.40	-0.10	0.19	gene:YBL020W
II	 192323	 192323	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	gene:YBL016W
II	 192365	 192369	+	 2	    9	0.67	  5	  0.67	 1.08	0.08	gene:YBL016W
II	 192415	 192428	+	 3	   12	0.42	 14	  1.17	 0.45	0.02	gene:YBL016W
II	 194019	 194019	+	 1	   12	1.00	  1	  0.00	 2.00	1.00	gene:YBL015W
II	 201990	 201990	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	gene:YBL013W
II	 203437	 203471	+	 6	   40	0.35	 35	 -2.60	-0.41	0.07	gene:YBL011W
II	 209568	 209598	+	 5	   36	0.44	 31	 -4.58	-0.08	0.10	gene:YBL008W
II	 216811	 216831	+	 2	    6	0.50	 21	  0.00	 1.00	0.00	NA
II	 217388	 217478	+	12	  121	0.36	 91	-16.02	-0.83	0.21	gene:YBL005W
II	 219306	 219306	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 222032	 222032	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
II	 222216	 222216	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
II	 226841	 226859	+	 2	   20	0.65	 19	 -2.70	 1.07	0.07	NA
II	 227511	 227572	+	13	   98	0.14	 62	 -1.29	-1.57	0.04	gene:YBL004W
II	 228086	 228086	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 236361	 236480	+	21	  741	0.46	120	 37.90	-0.73	0.38	gene:YBL002W
II	 238523	 238523	+	 1	    6	1.00	  1	  0.00	 2.00	1.00	NA
II	 242775	 242803	+	 4	   32	0.44	 29	 -7.62	 0.25	0.13	gene:YBR003W
II	 245817	 245817	+	 1	   10	1.00	  1	  0.00	 2.00	1.00	gene:YBR005W
II	 245883	 245883	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBR005W
II	 246879	 246879	+	 1	   14	1.00	  1	  0.00	 2.00	1.00	gene:YBR006W
II	 248773	 248773	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 256291	 256326	+	12	  934	0.76	 36	 -4.64	 0.56	0.60	gene:YBR010W
II	 260754	 260787	+	 2	    9	0.67	 34	 -5.50	 1.08	0.08	NA
II	 265382	 265382	+	 1	   53	1.00	  1	  0.00	 2.00	1.00	NA
II	 270189	 270283	+	23	  701	0.20	 95	-22.13	-1.63	0.20	gene:YBR016W
II	 270389	 270389	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 276738	 276742	+	 2	   11	0.55	  5	 -0.18	 1.01	0.01	NA
II	 276816	 276816	+	 1	    7	1.00	  1	  0.00	 2.00	1.00	NA
II	 283653	 283719	+	 8	   51	0.22	 67	 -4.08	-0.91	0.03	gene:YBR022W
II	 289336	 289353	+	 2	    8	0.50	 18	  0.00	 1.00	0.00	gene:YBR024W
II	 298213	 298223	+	 3	   26	0.50	 11	  0.58	 0.61	0.12	gene:YBR030W
II	 300111	 300160	+	10	  858	0.68	 50	 12.67	 0.39	0.52	gene:YBR031W
II	 300496	 300496	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 300677	 300679	+	 2	   22	0.64	  3	  0.27	 1.05	0.05	NA
II	 300739	 300769	+	 2	   10	0.70	 31	 -6.00	 1.12	0.12	NA
II	 300917	 300917	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
II	 301060	 301060	+	 1	   11	1.00	  1	  0.00	 2.00	1.00	NA
II	 303880	 303880	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
II	 307556	 307608	+	13	  487	0.28	 53	  7.67	-0.80	0.24	NA
II	 311819	 311861	+	 9	   99	0.31	 43	 11.34	-0.70	0.15	gene:YBR038W
II	 315484	 315545	+	11	   97	0.25	 62	 -2.77	-1.16	0.09	gene:YBR039W
II	 318213	 318231	+	 3	   16	0.56	 19	 -2.81	 0.58	0.10	gene:YBR041W
II	 326055	 326055	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
II	 331780	 331824	+	 4	   25	0.36	 45	  0.36	 0.07	0.03	gene:YBR047W
II	 332749	 332825	+	33	 2754	0.30	 77	 21.13	-1.36	0.33	gene:YBR048W
II	 340990	 340990	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 341450	 341450	+	 1	    7	1.00	  1	  0.00	 2.00	1.00	NA
II	 342583	 342583	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 342769	 342787	+	 3	   19	0.68	 19	  5.53	 0.78	0.23	NA
II	 347809	 347842	+	 2	   18	0.61	 34	 -3.67	 1.04	0.04	gene:YBR056W
II	 351228	 351228	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	gene:YBR056W-A
II	 362803	 362864	+	 5	   26	0.31	 62	 14.23	-0.22	0.04	NA
II	 370548	 370548	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 375916	 375916	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 376498	 376498	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 379142	 379142	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 380300	 380358	+	 9	  112	0.36	 59	 11.79	-0.67	0.16	gene:YBR071W
II	 380435	 380435	+	 1	    8	1.00	  1	  0.00	 2.00	1.00	gene:YBR071W
II	 381848	 381848	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	gene:YBR072W
II	 381956	 381968	+	 3	   59	0.81	 13	 -4.83	 1.13	0.45	gene:YBR072W
II	 383090	 383159	+	10	   76	0.32	 70	 13.08	-0.90	0.13	gene:YBR073W
II	 386260	 386283	+	 6	   96	0.61	 24	  5.94	 0.14	0.28	gene:YBR074W
II	 386326	 386326	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	gene:YBR074W
II	 392870	 393019	+	13	  361	0.40	150	  9.58	-0.34	0.37	gene:YBR078W
II	 393068	 393068	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBR078W
II	 394405	 394405	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 409122	 409122	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBR083W
II	 410960	 411056	+	 9	  156	0.55	 97	 17.76	 0.01	0.37	gene:YBR084W
II	 415879	 415921	+	 9	   80	0.36	 43	  7.06	-0.79	0.12	gene:YBR085W
II	 423751	 423765	+	 3	   26	0.62	 15	 -1.38	 0.70	0.18	gene:YBR087W
II	 429606	 429606	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
II	 431970	 431980	+	 2	    7	0.57	 11	 -0.71	 1.01	0.01	gene:YBR094W
II	 435935	 435972	+	 4	   45	0.56	 38	 -6.61	 0.34	0.17	gene:YBR096W
II	 436891	 436920	+	 4	   22	0.32	 30	  1.55	 0.06	0.03	gene:YBR097W
II	 441496	 441517	+	 2	    6	0.50	 22	  0.00	 1.00	0.00	gene:YBR098W
II	 447549	 447592	+	 3	   13	0.46	 44	  3.65	 0.47	0.04	gene:YBR103W
II	 449557	 449607	+	 6	   46	0.39	 51	 -0.04	-0.28	0.12	gene:YBR104W
II	 450370	 450370	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 452549	 452646	+	25	  463	0.22	 98	  7.66	-1.93	0.15	gene:YBR106W
II	 452807	 452807	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 454760	 454807	+	 4	   18	0.39	 48	 -1.78	 0.07	0.04	gene:YBR108W
II	 458657	 458692	+	 6	   33	0.33	 36	  2.44	-0.43	0.06	gene:YBR110W
II	 458821	 458824	+	 2	   24	0.79	  4	  0.88	 1.26	0.26	gene:YBR110W
II	 458865	 458865	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	gene:YBR110W
II	 458938	 458938	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBR110W
II	 462098	 462141	+	 4	   19	0.42	 44	 -0.03	 0.11	0.05	gene:YBR111W-A
II	 467130	 467170	+	 6	   40	0.25	 41	  6.42	-0.51	0.03	gene:YBR114W
II	 467231	 467231	+	 1	    6	1.00	  1	  0.00	 2.00	1.00	gene:YBR114W
II	 477557	 477677	+	46	10759	0.70	121	 27.53	 0.20	0.67	gene:YBR118W
II	 477745	 477746	+	 2	    9	0.67	  2	 -0.17	 1.08	0.08	gene:YBR118W
II	 477809	 477871	+	 3	   15	0.53	 63	  4.73	 0.54	0.08	NA
II	 478062	 478062	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
II	 478181	 478181	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 478301	 478338	+	 6	   28	0.29	 38	 -4.96	-0.49	0.04	NA
II	 478632	 478671	+	 4	   19	0.37	 40	  7.55	 0.07	0.03	NA
II	 478716	 478748	+	 2	   14	0.71	 33	 -6.86	 1.14	0.14	NA
II	 479288	 479301	+	 2	    7	0.57	 14	  0.93	 1.01	0.01	gene:YBR119W
II	 490822	 490831	+	 3	   65	0.80	 10	  0.47	 1.08	0.42	gene:YBR126W-B
II	 497119	 497133	+	 2	    7	0.57	 15	 -1.00	 1.01	0.01	gene:YBR131W
II	 504750	 504791	+	 7	   45	0.31	 42	 -1.77	-0.60	0.07	gene:YBR135W
II	 505617	 505646	+	 3	   13	0.38	 30	 -3.73	 0.42	0.01	gene:YBR136W
II	 511893	 511893	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 512937	 512991	+	 6	   61	0.43	 55	  7.36	-0.19	0.15	gene:YBR137W
II	 513249	 513273	+	 2	    7	0.57	 25	 -1.71	 1.01	0.01	NA
II	 515653	 515659	+	 3	   30	0.53	  7	 -0.80	 0.65	0.15	gene:YBR139W
II	 527184	 527184	+	 1	    6	1.00	  1	  0.00	 2.00	1.00	gene:YBR141W-A
II	 528238	 528270	+	 7	   56	0.54	 33	  6.02	-0.18	0.22	gene:YBR142W
II	 528440	 528440	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 533706	 533721	+	 4	   34	0.41	 16	  0.76	 0.18	0.09	gene:YBR145W
II	 534314	 534314	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 535171	 535237	+	11	  134	0.31	 67	 -9.23	-0.92	0.15	gene:YBR146W
II	 539914	 539981	+	10	  113	0.27	 68	 -9.11	-0.83	0.15	gene:YBR149W
II	 544866	 544925	+	 9	   76	0.30	 60	 -4.12	-0.89	0.09	gene:YBR151W
II	 546301	 546322	+	 3	   11	0.36	 22	 -0.95	 0.43	0.01	gene:YBR152W
II	 546378	 546378	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YBR152W
II	 546511	 546511	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
II	 547386	 547396	+	 2	   12	0.67	 11	 -1.67	 1.08	0.08	gene:YBR153W
II	 549674	 549756	+	12	  175	0.19	 83	  6.51	-1.18	0.11	gene:YBR155W
II	 556278	 556302	+	 5	   63	0.76	 25	 -2.65	 0.73	0.45	gene:YBR158W
II	 558621	 558673	+	12	  168	0.32	 53	 -1.55	-1.07	0.14	gene:YBR159W
II	 559944	 560002	+	 5	   24	0.25	 59	 -1.88	-0.29	0.01	gene:YBR160W
II	 561559	 561575	+	 2	    6	0.50	 17	  0.00	 1.00	0.00	gene:YBR161W
II	 565178	 565221	+	12	  194	0.34	 44	  3.41	-1.00	0.16	gene:YBR162W-A
