seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	 124792	 124803	+	  4	  31	0.35	 12	  1.24	 0.13	0.07	gene:YAL016W
I	 129208	 129259	+	 27	 615	0.17	 52	  1.39	-2.19	0.12	gene:YAL013W
I	 130686	 130758	+	 15	 204	0.30	 73	  8.61	-0.99	0.23	gene:YAL012W
I	 135807	 135854	+	  5	  28	0.57	 48	 -3.21	 0.16	0.21	gene:YAL009W
I	 136866	 136882	+	  3	  27	0.37	 17	 -2.59	 0.42	0.00	gene:YAL008W
I	 142035	 142049	+	  2	   9	0.67	 15	 -2.33	 1.08	0.08	gene:YAL003W
I	 142117	 142246	+	 25	 499	0.21	130	-30.62	-2.02	0.13	gene:YAL003W
I	 142654	 142713	+	  5	  27	0.37	 60	 14.91	-0.15	0.07	NA
I	 142753	 142797	+	  5	  16	0.25	 45	 -2.88	-0.31	0.00	NA
I	 142890	 142926	+	  4	  14	0.36	 37	  3.57	 0.04	0.02	NA
I	 143616	 143618	+	  2	  10	0.70	  3	 -0.40	 1.12	0.12	gene:YAL002W
I	 152208	 152228	+	  3	  40	0.55	 21	  1.35	 0.71	0.19	gene:YAR002W
I	 158847	 158897	+	  4	  30	0.27	 51	 -7.47	 0.01	0.01	gene:YAR008W
I	 169259	 169330	+	 10	  89	0.22	 72	 -2.86	-1.08	0.07	gene:YAR015W
I	 188061	 188061	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR033W
I	 190149	 190149	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAR035W
I	 192549	 192583	+	  4	  15	0.33	 35	  1.87	 0.03	0.02	gene:YAR042W
I	 198745	 198745	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 199071	 199134	+	  4	  14	0.36	 64	 -5.79	 0.04	0.02	NA
I	 199256	 199256	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 200628	 200628	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	   6331	   6331	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  32501	  32501	-	  1	   6	1.00	  1	  0.00	 2.00	1.00	NA
I	  32549	  32549	-	  1	   7	1.00	  1	  0.00	 2.00	1.00	NA
I	  32684	  32728	-	  5	  28	0.25	 45	 -2.86	-0.30	0.01	NA
I	  32944	  32968	-	  2	   9	0.56	 25	  1.33	 1.01	0.01	NA
I	  34355	  34404	-	  5	  24	0.33	 50	-15.21	-0.21	0.05	NA
I	  52622	  52661	-	  3	  10	0.40	 40	  3.80	 0.43	0.01	gene:YAL049C
I	  56882	  56882	-	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAL047C
I	  58469	  58476	-	  3	  23	0.57	  8	 -0.85	 0.58	0.10	gene:YAL044C
I	  61068	  61068	-	  1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YAL043C
I	  67809	  67885	-	  8	  92	0.34	 77	 -4.28	-0.47	0.18	NA
I	  69562	  69600	-	  7	  47	0.30	 39	  1.17	-0.56	0.09	gene:YAL039C
I	  76184	  76199	-	  3	  22	0.36	 16	 -1.14	 0.42	0.00	gene:YAL036C
I	  81978	  81997	-	  3	  17	0.35	 20	 -1.38	 0.42	0.00	gene:YAL034C
I	  82537	  82537	-	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	  84482	  84509	-	  5	  21	0.33	 28	  3.55	-0.22	0.04	gene:YAL032C
I	  87060	  87078	-	  2	  21	0.86	 19	  6.43	 1.41	0.41	gene:YAL031C
I	  92459	  92486	-	  3	  12	0.42	 28	  2.42	 0.45	0.02	gene:YAL029C
I	  92547	  92547	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  99783	  99783	-	  1	   8	1.00	  1	  0.00	 2.00	1.00	gene:YAL026C
I	 101151	 101218	-	 13	 244	0.20	 68	-13.16	-1.28	0.11	gene:YAL025C
I	 108614	 108671	-	  4	  18	0.33	 58	 10.50	 0.05	0.02	gene:YAL023C
I	 110446	 110446	-	  1	   8	1.00	  1	  0.00	 2.00	1.00	gene:YAL022C
I	 113389	 113420	-	  6	  34	0.29	 32	  3.06	-0.46	0.05	gene:YAL021C
I	 114571	 114571	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL020C
I	 114619	 114656	-	  3	  16	0.50	 38	-10.94	 0.52	0.07	gene:YAL020C
I	 129047	 129067	-	  4	  17	0.41	 21	 -0.06	 0.10	0.05	gene:YAL014C
I	 135686	 135702	-	  2	  17	0.59	 17	  1.41	 1.02	0.02	gene:YAL010C
I	 138394	 138453	-	  8	  78	0.35	 60	  0.06	-0.55	0.15	gene:YAL007C
I	 140705	 140705	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 140783	 140783	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 140834	 140841	-	  2	   7	0.57	  8	  0.50	 1.01	0.01	NA
I	 140977	 140977	-	  1	   6	1.00	  1	  0.00	 2.00	1.00	NA
I	 141114	 141114	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 141203	 141203	-	  1	   6	1.00	  1	  0.00	 2.00	1.00	NA
I	 141246	 141246	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 141441	 141553	-	 16	 339	0.39	113	 -6.09	-1.07	0.23	gene:YAL005C
I	 141641	 141661	-	  2	   6	0.50	 21	  0.00	 1.00	0.00	gene:YAL005C
I	 151179	 151203	-	  3	  20	0.60	 25	  4.40	 0.63	0.14	gene:YAL001C
I	 154669	 154669	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR002C-A
I	 154731	 154798	-	  7	  48	0.27	 68	-14.27	-0.62	0.07	gene:YAR002C-A
I	 158661	 158698	-	  2	   7	0.57	 38	 -2.64	 1.01	0.01	gene:YAR007C
I	 165919	 165919	-	  1	  21	1.00	  1	  0.00	 2.00	1.00	NA
I	 168869	 168869	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR014C
I	 168942	 168942	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAR014C
I	 169012	 169045	-	  6	  80	0.64	 34	 -4.01	 0.33	0.36	gene:YAR014C
I	 175135	 175135	-	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAR019C
I	 188530	 188530	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 188649	 188661	-	  3	  18	0.56	 13	 -2.17	 0.58	0.11	NA
I	 198982	 199014	-	  3	  11	0.36	 33	  1.82	 0.43	0.01	NA
II	  23980	  24041	+	  5	  22	0.27	 62	 -6.27	-0.27	0.02	gene:YBL102W
II	  29884	  29884	+	  1	  16	1.00	  1	  0.00	 2.00	1.00	NA
II	  31912	  31912	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	  36717	  36757	+	  8	  79	0.41	 41	 10.62	-0.46	0.18	NA
II	  40768	  40768	+	  1	   9	1.00	  1	  0.00	 2.00	1.00	gene:YBL097W
II	  43251	  43267	+	  2	   7	0.57	 17	  1.14	 1.01	0.01	gene:YBL095W
II	  45364	  45364	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	  45512	  45680	+	 34	 411	0.18	169	 15.26	-2.24	0.17	NA
II	  46575	  46583	+	  2	  16	0.62	  9	  1.00	 1.05	0.05	NA
II	  46778	  46778	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	  48753	  48818	+	  5	  30	0.37	 66	 10.77	-0.13	0.08	gene:YBL090W
II	  63685	  63694	+	  2	  17	0.76	 10	  2.38	 1.21	0.21	gene:YBL085W
II	  63736	  63763	+	  4	  49	0.65	 28	 -8.56	 0.53	0.27	gene:YBL085W
II	  63806	  63806	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBL085W
II	  63846	  63846	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL085W
II	  71540	  71566	+	  5	  62	0.50	 27	  0.50	 0.08	0.17	NA
II	  75189	  75210	+	  2	  11	0.64	 22	  2.86	 1.05	0.05	gene:YBL079W
II	  89902	  89986	+	  8	  56	0.43	 85	 -1.13	-0.52	0.16	gene:YBL071W-A
II	  90685	  90709	+	  3	  19	0.68	 25	 -7.58	 0.78	0.23	gene:YBL069W
II	  92365	  92365	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL068W
II	 101869	 101869	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YBL063W
II	 107689	 107689	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL060W
II	 107884	 107906	+	  3	  12	0.42	 23	 -1.17	 0.45	0.02	gene:YBL060W
II	 110668	 110700	+	  2	   6	0.50	 33	  0.00	 1.00	0.00	gene:YBL059W
II	 111396	 111409	+	  4	  39	0.46	 14	  2.45	 0.17	0.08	gene:YBL058W
II	 111452	 111452	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBL058W
II	 113626	 113651	+	  2	   9	0.67	 26	  4.17	 1.08	0.08	gene:YBL056W
II	 113716	 113720	+	  2	  21	0.52	  5	 -0.10	 1.00	0.00	gene:YBL056W
II	 117378	 117412	+	  2	   6	0.50	 35	  0.00	 1.00	0.00	gene:YBL054W
II	 117460	 117491	+	  5	  31	0.29	 32	  2.27	-0.21	0.05	gene:YBL054W
II	 125038	 125094	+	 12	 112	0.23	 57	-15.96	-1.17	0.12	gene:YBL050W
II	 132396	 132426	+	  4	  30	0.57	 31	  1.50	 0.38	0.19	gene:YBL046W
II	 136553	 136553	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBL043W
II	 140991	 140991	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 141191	 141247	+	  7	 107	0.23	 57	 -3.19	-0.64	0.06	gene:YBL041W
II	 143091	 143108	+	  2	  14	0.79	 18	 -4.86	 1.25	0.25	NA
II	 143191	 143191	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL039W-B
II	 146113	 146136	+	  6	  32	0.28	 24	  0.88	-0.46	0.05	gene:YBL038W
II	 147097	 147129	+	  4	  38	0.47	 33	 -3.53	 0.22	0.11	gene:YBL037W
II	 160094	 160147	+	  7	  91	0.29	 54	 -5.60	-0.52	0.10	gene:YBL032W
II	 161663	 161715	+	  4	  12	0.25	 53	 -8.00	 0.00	0.00	gene:YBL031W
II	 163001	 163001	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 168364	 168427	+	 10	 512	0.41	 64	  4.79	-0.07	0.38	gene:YBL027W
II	 169014	 169052	+	  2	   7	0.57	 39	 -2.71	 1.01	0.01	NA
II	 169188	 169188	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 170552	 170581	+	  4	  20	0.30	 30	  0.00	 0.01	0.01	gene:YBL026W
II	 171418	 171420	+	  2	   6	0.50	  3	  0.00	 1.00	0.00	gene:YBL025W
II	 171471	 171471	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL025W
II	 172504	 172530	+	  7	  43	0.40	 27	 -2.49	-0.47	0.12	gene:YBL024W
II	 182319	 182346	+	  3	  24	0.62	 28	 -8.38	 0.67	0.16	gene:YBL020W
II	 192363	 192423	+	  5	  21	0.38	 61	  8.14	-0.19	0.06	gene:YBL016W
II	 194019	 194033	+	  2	   8	0.62	 15	 -1.75	 1.05	0.05	gene:YBL015W
II	 201990	 201990	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBL013W
II	 203437	 203471	+	  5	  32	0.22	 35	  5.62	-0.31	0.01	gene:YBL011W
II	 209573	 209627	+	  6	  25	0.36	 55	-10.52	-0.42	0.06	gene:YBL008W
II	 217376	 217430	+	  5	  22	0.36	 55	  3.73	-0.21	0.05	gene:YBL005W
II	 217478	 217478	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBL005W
II	 217539	 217543	+	  2	  13	0.69	  5	  0.77	 1.11	0.11	gene:YBL005W
II	 221314	 221314	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
II	 221459	 221459	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 222036	 222074	+	  2	  11	0.64	 39	 -5.18	 1.05	0.05	NA
II	 222116	 222116	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 227511	 227580	+	 10	  60	0.22	 70	-14.22	-1.18	0.04	gene:YBL004W
II	 236368	 236390	+	  3	  30	0.63	 23	 -4.00	 0.74	0.21	gene:YBL002W
II	 236449	 236518	+	 14	 156	0.27	 70	-18.00	-1.16	0.17	gene:YBL002W
II	 236743	 236744	+	  2	   8	0.50	  2	  0.00	 1.00	0.00	NA
II	 241674	 241686	+	  3	  13	0.46	 13	 -1.85	 0.47	0.04	NA
II	 242775	 242798	+	  4	  18	0.28	 24	 -4.72	 0.01	0.00	gene:YBR003W
II	 245817	 245817	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBR005W
II	 245859	 245883	+	  3	  14	0.50	 25	  3.43	 0.51	0.06	gene:YBR005W
II	 246970	 246970	+	  1	  10	1.00	  1	  0.00	 2.00	1.00	gene:YBR006W
II	 248066	 248078	+	  3	  15	0.53	 13	 -1.20	 0.54	0.08	NA
II	 256303	 256307	+	  3	  54	0.85	  5	 -1.46	 1.25	0.53	gene:YBR010W
II	 260575	 260575	+	  1	   7	1.00	  1	  0.00	 2.00	1.00	NA
II	 270198	 270236	+	 11	 157	0.22	 39	 -1.55	-1.10	0.10	gene:YBR016W
II	 276816	 276816	+	  1	   7	1.00	  1	  0.00	 2.00	1.00	NA
II	 283653	 283719	+	  7	  28	0.21	 67	 -9.43	-0.73	0.03	gene:YBR022W
II	 289328	 289353	+	  3	  17	0.41	 26	  1.32	 0.43	0.01	gene:YBR024W
II	 298213	 298223	+	  2	   9	0.56	 11	 -0.56	 1.01	0.01	gene:YBR030W
II	 300111	 300150	+	  4	 108	0.81	 40	 17.39	 1.01	0.51	gene:YBR031W
II	 303880	 303880	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 304015	 304015	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 307169	 307169	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 307556	 307556	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 307596	 307599	+	  2	  14	0.57	  4	  0.21	 1.01	0.01	NA
II	 308079	 308079	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 311782	 311782	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR038W
II	 311843	 311864	+	  7	  45	0.36	 22	 -0.17	-0.51	0.11	gene:YBR038W
II	 315484	 315549	+	  8	  83	0.41	 66	  8.32	-0.54	0.15	gene:YBR039W
II	 318231	 318231	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR041W
II	 324621	 324621	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 326296	 326338	+	  5	  19	0.32	 43	  0.47	-0.26	0.03	NA
II	 331750	 331824	+	  5	  30	0.27	 75	 12.67	-0.28	0.02	gene:YBR047W
II	 332749	 332853	+	 36	 859	0.19	105	  4.45	-2.20	0.19	gene:YBR048W
II	 332900	 332905	+	  2	   6	0.50	  6	  0.00	 1.00	0.00	gene:YBR048W
II	 333396	 333405	+	  3	  22	0.50	 10	 -1.09	 0.58	0.10	NA
II	 333461	 333462	+	  2	   7	0.57	  2	 -0.07	 1.01	0.01	NA
II	 333537	 333537	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 337198	 337210	+	  3	  13	0.54	 13	 -2.31	 0.54	0.08	NA
II	 342779	 342791	+	  3	  29	0.59	 13	  2.41	 0.69	0.17	NA
II	 347806	 347819	+	  3	  21	0.57	 14	 -1.07	 0.62	0.13	gene:YBR056W
II	 347874	 347885	+	  2	   6	0.50	 12	  0.00	 1.00	0.00	gene:YBR056W
II	 351134	 351134	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR056W-A
II	 351244	 351244	+	  1	  10	1.00	  1	  0.00	 2.00	1.00	gene:YBR056W-A
II	 362849	 362889	+	  3	  11	0.36	 41	  4.36	 0.43	0.01	NA
II	 370530	 370530	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 371882	 371882	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 371952	 371978	+	  2	  11	0.73	 27	 -5.91	 1.15	0.15	NA
II	 380210	 380240	+	  2	   9	0.56	 31	 -1.67	 1.01	0.01	gene:YBR071W
II	 380328	 380352	+	  3	  28	0.46	 25	  0.82	 0.48	0.04	gene:YBR071W
II	 380446	 380450	+	  2	  12	0.67	  5	  0.67	 1.08	0.08	gene:YBR071W
II	 381956	 381959	+	  2	  27	0.89	  4	 -1.17	 1.50	0.50	gene:YBR072W
II	 383137	 383156	+	  4	  42	0.48	 20	 -4.12	 0.25	0.12	gene:YBR073W
II	 386260	 386283	+	  6	  57	0.49	 24	  2.61	-0.09	0.19	gene:YBR074W
II	 392913	 392997	+	  8	 100	0.36	 85	  0.70	-0.36	0.21	gene:YBR078W
II	 406197	 406197	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 409093	 409136	+	  4	  26	0.50	 44	  3.81	 0.24	0.12	gene:YBR083W
II	 410971	 411040	+	  3	  36	0.69	 70	 20.42	 0.82	0.26	gene:YBR084W
II	 423754	 423754	+	  1	  10	1.00	  1	  0.00	 2.00	1.00	gene:YBR087W
II	 427132	 427132	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 431970	 431970	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR094W
II	 435972	 435972	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBR096W
II	 436891	 436920	+	  2	   8	0.62	 30	 -3.62	 1.05	0.05	gene:YBR097W
II	 441467	 441467	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR098W
II	 441517	 441517	+	  1	   7	1.00	  1	  0.00	 2.00	1.00	gene:YBR098W
II	 447539	 447592	+	  5	  21	0.33	 54	  5.88	-0.22	0.04	gene:YBR103W
II	 449575	 449607	+	  4	  14	0.29	 33	 -4.21	 0.01	0.01	gene:YBR104W
II	 452583	 452635	+	 12	  86	0.22	 53	  6.83	-1.29	0.08	gene:YBR106W
II	 454760	 454815	+	  8	  80	0.44	 56	 -4.56	-0.48	0.17	gene:YBR108W
II	 458657	 458692	+	  3	  14	0.43	 36	 -2.79	 0.44	0.02	gene:YBR110W
II	 458824	 458825	+	  2	  12	0.50	  2	  0.00	 1.00	0.00	gene:YBR110W
II	 462098	 462141	+	  4	  23	0.43	 44	 -7.76	 0.15	0.07	gene:YBR111W-A
II	 467146	 467170	+	  6	  95	0.42	 25	 -0.22	-0.22	0.14	gene:YBR114W
II	 467210	 467236	+	  6	  37	0.24	 27	 -0.54	-0.51	0.03	gene:YBR114W
II	 467358	 467389	+	  2	   7	0.57	 32	  2.21	 1.01	0.01	NA
II	 474283	 474344	+	  9	  55	0.18	 62	  5.21	-1.06	0.04	NA
II	 477559	 477714	+	 15	 322	0.45	156	  6.13	-0.70	0.31	gene:YBR118W
II	 477833	 477833	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 478099	 478099	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
II	 478149	 478149	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
II	 478214	 478214	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
II	 479268	 479338	+	  6	  36	0.31	 71	 -5.25	-0.42	0.06	gene:YBR119W
II	 488756	 488756	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 490827	 490831	+	  2	  18	0.72	  5	 -0.89	 1.15	0.15	gene:YBR126W-B
II	 504582	 504582	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 504745	 504791	+	  6	  40	0.32	 47	 -4.88	-0.38	0.08	gene:YBR135W
II	 505617	 505646	+	  3	  11	0.36	 30	 -4.41	 0.43	0.01	gene:YBR136W
II	 512937	 512937	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR137W
II	 512982	 512982	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YBR137W
II	 515653	 515666	+	  4	  67	0.31	 14	 -2.75	 0.15	0.08	gene:YBR139W
II	 528241	 528270	+	  4	  28	0.57	 30	  6.00	 0.35	0.17	gene:YBR142W
II	 533706	 533706	+	  1	  10	1.00	  1	  0.00	 2.00	1.00	gene:YBR145W
II	 535171	 535248	+	 10	  69	0.23	 78	 -5.98	-1.08	0.07	gene:YBR146W
II	 536464	 536474	+	  2	   8	0.62	 11	  1.25	 1.05	0.05	gene:YBR147W
II	 536535	 536550	+	  4	  30	0.43	 16	  3.10	 0.19	0.10	gene:YBR147W
II	 539922	 539962	+	  5	  37	0.38	 41	  1.41	-0.12	0.09	gene:YBR149W
II	 540007	 540020	+	  3	  30	0.60	 14	  3.30	 0.63	0.14	gene:YBR149W
II	 544863	 544920	+	  6	  49	0.45	 58	 -5.83	-0.22	0.14	gene:YBR151W
II	 546322	 546322	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR152W
II	 546369	 546406	+	  2	   6	0.50	 38	  0.00	 1.00	0.00	gene:YBR152W
II	 549674	 549734	+	  5	  24	0.33	 61	  9.62	-0.24	0.04	gene:YBR155W
II	 556278	 556311	+	  5	  53	0.66	 34	 -4.76	 0.41	0.32	gene:YBR158W
II	 558644	 558660	+	  3	  13	0.38	 17	 -0.92	 0.42	0.01	gene:YBR159W
II	 559947	 559947	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YBR160W
II	 560002	 560002	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YBR160W
II	 561456	 561456	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR161W
II	 561499	 561567	+	  5	  20	0.40	 69	 17.20	-0.17	0.07	gene:YBR161W
II	 561612	 561622	+	  2	   7	0.57	 11	 -0.71	 1.01	0.01	gene:YBR161W
II	 564985	 565005	+	  3	  15	0.40	 21	  0.67	 0.43	0.01	gene:YBR162W-A
II	 565168	 565224	+	 10	  90	0.22	 57	  6.94	-1.10	0.07	gene:YBR162W-A
II	 565604	 565635	+	  5	  17	0.24	 32	 -1.62	-0.31	0.01	gene:YBR163W
II	 565728	 565733	+	  2	  11	0.73	  6	  1.14	 1.15	0.15	gene:YBR163W
II	 568760	 568768	+	  2	  21	0.57	  9	  0.57	 1.01	0.01	gene:YBR165W
II	 572256	 572256	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR168W
II	 578302	 578342	+	 12	 143	0.36	 41	  9.50	-0.86	0.20	gene:YBR171W
II	 596024	 596072	+	  5	  20	0.20	 49	 -1.20	-0.32	0.00	gene:YBR183W
II	 602500	 602512	+	  4	  19	0.53	 13	 -0.37	 0.25	0.13	gene:YBR187W
II	 602554	 602554	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YBR187W
II	 604454	 604507	+	 18	 337	0.25	 54	 -1.68	-1.59	0.14	gene:YBR189W
II	 606191	 606266	+	 14	 225	0.62	 76	 10.78	-0.29	0.40	gene:YBR191W
II	 606853	 606853	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
II	 607489	 607489	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBR192W
II	 609956	 609969	+	  2	  10	0.50	 14	  0.00	 1.00	0.00	gene:YBR194W
II	 610031	 610031	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YBR194W
II	 618810	 618854	+	  9	  94	0.24	 45	 -8.06	-0.98	0.06	gene:YBR199W
II	 620809	 620809	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR200W
II	 623426	 623445	+	  5	  26	0.50	 20	  1.31	 0.01	0.14	gene:YBR201W
II	 628973	 628984	+	  2	   9	0.56	 12	 -0.61	 1.01	0.01	gene:YBR203W
II	 629143	 629143	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YBR203W
II	 633575	 633588	+	  2	  10	0.70	 14	  2.60	 1.12	0.12	gene:YBR205W
