seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  43741	  43741	-	  1	   7	1.00	   1	   0.00	 2.00	1.00	NA
I	  43922	  43948	-	  4	  20	0.50	  27	  -2.20	 0.21	0.11	NA
I	  44039	  44039	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  44122	  44122	-	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
I	  44180	  44181	-	  2	   7	0.57	   2	  -0.07	 1.01	0.01	NA
I	  44320	  44413	-	  6	  26	0.23	  94	 -12.35	-0.55	0.01	NA
I	  44471	  44471	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  44524	  44601	-	  6	  21	0.24	  78	  -7.17	-0.55	0.01	NA
I	  44651	  44714	-	  4	  15	0.33	  64	  -1.10	 0.03	0.02	NA
I	  44780	  44817	-	  4	  16	0.38	  38	  -7.75	 0.06	0.03	NA
I	  44858	  44888	-	  2	   9	0.67	  31	  -5.00	 1.08	0.08	NA
I	  45037	  45102	-	 10	 244	0.31	  66	   1.32	-0.70	0.19	gene:YAL054C
I	  52137	  52137	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  52617	  52661	-	  5	  27	0.30	  45	   4.41	-0.21	0.05	gene:YAL049C
I	  54790	  54790	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	gene:YAL048C
I	  56873	  56886	-	  3	  16	0.44	  14	   2.56	 0.49	0.05	gene:YAL047C
I	  57374	  57409	-	  2	   6	0.50	  36	   0.00	 1.00	0.00	gene:YAL046C
I	  58231	  58231	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  58469	  58476	-	  3	  33	0.45	   8	  -0.89	 0.47	0.03	gene:YAL044C
I	  67833	  67885	-	  6	  64	0.36	  53	 -14.36	-0.27	0.12	NA
I	  69553	  69612	-	 11	  79	0.19	  60	  -3.51	-1.30	0.05	gene:YAL039C
I	  76178	  76199	-	  3	  11	0.36	  22	  -0.68	 0.43	0.01	gene:YAL036C
I	  81978	  82001	-	  6	  56	0.32	  24	   0.14	-0.33	0.10	gene:YAL034C
I	  82585	  82585	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  84179	  84179	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	  84482	  84507	-	  5	  31	0.32	  26	   1.76	-0.17	0.07	gene:YAL032C
I	  87060	  87078	-	  3	  30	0.63	  19	   2.93	 0.71	0.18	gene:YAL031C
I	  91492	  91492	-	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
I	  91544	  91544	-	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
I	  92473	  92486	-	  2	   8	0.50	  14	   0.00	 1.00	0.00	gene:YAL029C
I	  99783	  99783	-	  1	  13	1.00	   1	   0.00	 2.00	1.00	gene:YAL026C
I	 101151	 101190	-	 11	 109	0.24	  40	  -0.67	-1.11	0.10	gene:YAL025C
I	 106535	 106535	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	 108623	 108666	-	  5	  29	0.31	  44	  -4.05	-0.16	0.07	gene:YAL023C
I	 110446	 110474	-	  3	  20	0.65	  29	  -6.40	 0.72	0.19	gene:YAL022C
I	 113389	 113420	-	  6	  35	0.34	  32	   0.39	-0.40	0.07	gene:YAL021C
I	 114025	 114025	-	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
I	 114571	 114667	-	  7	  34	0.35	  97	  -0.91	-0.58	0.08	gene:YAL020C
I	 118754	 118784	-	  2	   7	0.57	  31	   2.14	 1.01	0.01	NA
I	 129032	 129072	-	  5	  19	0.26	  41	   4.58	-0.29	0.01	gene:YAL014C
I	 135686	 135702	-	  3	  15	0.47	  17	  -3.20	 0.47	0.03	gene:YAL010C
I	 138394	 138453	-	  7	  67	0.36	  60	  -1.25	-0.32	0.17	gene:YAL007C
I	 139567	 139628	-	  3	  10	0.40	  62	   2.30	 0.43	0.01	NA
I	 139697	 139697	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	 139748	 139748	-	  1	   8	1.00	   1	   0.00	 2.00	1.00	NA
I	 139808	 139822	-	  2	   6	0.50	  15	   0.00	 1.00	0.00	NA
I	 139911	 139943	-	  3	   9	0.33	  33	   1.33	 0.42	0.00	NA
I	 140012	 140283	-	 30	 143	0.12	 272	  30.82	-2.70	0.04	NA
I	 140346	 140378	-	  3	  30	0.60	  33	  -4.47	 0.66	0.16	NA
I	 140499	 140558	-	  7	  27	0.26	  60	   6.31	-0.73	0.03	NA
I	 140635	 141027	-	 65	 377	0.06	 393	  64.92	-3.74	0.05	NA
I	 141095	 141133	-	 18	 116	0.12	  39	   0.91	-1.98	0.05	NA
I	 141182	 141585	-	121	1401	0.18	 404	   9.35	-3.68	0.18	gene:YAL005C
I	 141649	 141649	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	gene:YAL005C
I	 151189	 151203	-	  2	  24	0.58	  15	  -1.17	 1.02	0.02	gene:YAL001C
I	 154393	 154393	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	 154541	 154541	-	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
I	 154724	 154798	-	 10	  82	0.22	  75	 -11.15	-1.10	0.07	gene:YAR002C-A
I	 158661	 158698	-	  3	  11	0.36	  38	  -2.23	 0.43	0.01	gene:YAR007C
I	 164814	 164818	-	  3	  16	0.38	   5	  -0.12	 0.44	0.01	NA
I	 165849	 165919	-	  3	  30	0.73	  71	  20.73	 0.90	0.30	NA
I	 168942	 169045	-	  9	  78	0.46	 104	  25.24	-0.47	0.22	gene:YAR014C
I	 171738	 171738	-	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YAR018C
I	 175161	 175179	-	  3	   9	0.33	  19	   1.33	 0.42	0.00	gene:YAR019C
I	 181008	 181008	-	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
I	 188530	 188533	-	  2	   8	0.50	   4	   0.00	 1.00	0.00	NA
I	 188621	 188661	-	  8	  68	0.31	  41	   4.43	-0.60	0.13	NA
I	 198992	 198999	-	  2	   9	0.67	   8	   1.17	 1.08	0.08	NA
I	 207352	 207352	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
I	 207665	 207665	-	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  23980	  24041	+	  5	  36	0.31	  62	  -7.61	-0.13	0.08	gene:YBL102W
II	  29884	  29884	+	  1	  17	1.00	   1	   0.00	 2.00	1.00	NA
II	  31487	  31487	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
II	  31825	  31929	+	 20	  79	0.08	 105	  -0.06	-2.28	0.01	NA
II	  31996	  31996	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	  33221	  33224	+	  2	   8	0.62	   4	   0.38	 1.05	0.05	NA
II	  36709	  36830	+	 18	 273	0.32	 122	 -19.04	-1.16	0.24	gene:YBL099W
II	  37361	  37361	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  37638	  37641	+	  2	   9	0.67	   4	   0.50	 1.08	0.08	NA
II	  37734	  37734	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  37920	  37920	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  38317	  38317	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  38586	  38586	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  39115	  39115	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBL098W
II	  40765	  40768	+	  2	  14	0.79	   4	   0.86	 1.25	0.25	gene:YBL097W
II	  41727	  41727	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	  43261	  43267	+	  2	  11	0.64	   7	  -0.82	 1.05	0.05	gene:YBL095W
II	  45519	  45634	+	 17	 123	0.16	 116	  19.58	-1.87	0.05	NA
II	  48794	  48824	+	  7	  55	0.38	  31	  -2.27	-0.50	0.11	gene:YBL090W
II	  63685	  63763	+	 11	  84	0.32	  79	   5.95	-1.03	0.12	gene:YBL085W
II	  63837	  63837	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBL085W
II	  66530	  66530	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	  71552	  71555	+	  2	  14	0.64	   4	  -0.43	 1.06	0.06	NA
II	  75189	  75210	+	  3	  16	0.38	  22	  -0.56	 0.42	0.00	gene:YBL079W
II	  76021	  76055	+	  2	   6	0.50	  35	   0.00	 1.00	0.00	NA
II	  89935	  89968	+	  4	  44	0.61	  34	  -9.16	 0.50	0.25	gene:YBL071W-A
II	  90685	  90685	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	gene:YBL069W
II	  92356	  92396	+	  4	  14	0.29	  41	  -3.21	 0.01	0.01	gene:YBL068W
II	  96413	  96421	+	  2	   6	0.50	   9	   0.00	 1.00	0.00	NA
II	 101869	 101878	+	  2	   9	0.67	  10	  -1.50	 1.08	0.08	gene:YBL063W
II	 107674	 107689	+	  2	   7	0.57	  16	   1.07	 1.01	0.01	gene:YBL060W
II	 107870	 107906	+	  6	  29	0.31	  37	   0.66	-0.46	0.05	gene:YBL060W
II	 109336	 109336	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 110672	 110703	+	  5	  23	0.30	  32	   2.41	-0.26	0.03	gene:YBL059W
II	 111396	 111452	+	  9	 146	0.38	  57	 -15.97	-0.48	0.22	gene:YBL058W
II	 111500	 111500	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBL058W
II	 111615	 111653	+	  3	  16	0.62	  39	 -10.00	 0.67	0.16	NA
II	 111769	 111769	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 112239	 112239	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 113636	 113651	+	  3	  19	0.53	  16	   2.29	 0.57	0.10	gene:YBL056W
II	 113707	 113730	+	  4	  31	0.39	  24	  -0.76	 0.23	0.12	gene:YBL056W
II	 117378	 117378	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	gene:YBL054W
II	 117491	 117491	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	gene:YBL054W
II	 125038	 125106	+	 14	 185	0.19	  69	 -18.76	-1.45	0.09	gene:YBL050W
II	 125330	 125334	+	  2	   6	0.50	   5	   0.00	 1.00	0.00	NA
II	 126606	 126717	+	 10	  58	0.24	 112	 -25.69	-1.13	0.06	gene:YBL049W
II	 132406	 132411	+	  2	   9	0.67	   6	   0.83	 1.08	0.08	gene:YBL046W
II	 136527	 136561	+	  4	  46	0.35	  35	  10.09	 0.18	0.09	gene:YBL043W
II	 137874	 137874	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 140991	 141028	+	  2	   8	0.50	  38	   0.00	 1.00	0.00	gene:YBL041W
II	 141191	 141247	+	  9	 181	0.22	  57	  -4.61	-0.91	0.08	gene:YBL041W
II	 141634	 141639	+	  2	   6	0.50	   6	   0.00	 1.00	0.00	NA
II	 143082	 143108	+	  4	  17	0.41	  27	  -0.18	 0.10	0.05	NA
II	 143188	 143188	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	gene:YBL039W-B
II	 143270	 143351	+	  7	  22	0.18	  82	   4.77	-0.80	0.00	gene:YBL039W-B
II	 146098	 146136	+	  6	  60	0.22	  39	   8.12	-0.50	0.03	gene:YBL038W
II	 147097	 147162	+	  6	  42	0.38	  66	 -11.55	-0.30	0.11	gene:YBL037W
II	 160094	 160136	+	  7	  60	0.30	  43	  -0.48	-0.60	0.08	gene:YBL032W
II	 161663	 161715	+	  4	  17	0.35	  53	 -10.12	 0.07	0.03	gene:YBL031W
II	 166953	 166953	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 167143	 167143	+	  1	   8	1.00	   1	   0.00	 2.00	1.00	NA
II	 168392	 168415	+	  5	 110	0.45	  24	  -4.47	 0.47	0.34	gene:YBL027W
II	 170552	 170587	+	  4	  15	0.33	  36	  -1.17	 0.03	0.02	gene:YBL026W
II	 171413	 171472	+	  5	  28	0.43	  60	  -4.36	-0.09	0.10	gene:YBL025W
II	 172511	 172512	+	  2	  14	0.79	   2	  -0.29	 1.25	0.25	gene:YBL024W
II	 176478	 176478	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 182303	 182346	+	  4	  33	0.39	  44	   4.05	 0.26	0.13	gene:YBL020W
II	 184297	 184321	+	  2	   7	0.57	  25	  -1.71	 1.01	0.01	gene:YBL019W
II	 184709	 184709	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 192363	 192363	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	gene:YBL016W
II	 192423	 192423	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	gene:YBL016W
II	 194019	 194068	+	  9	 107	0.31	  50	  -3.04	-0.86	0.10	gene:YBL015W
II	 194977	 194977	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
II	 195035	 195035	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 195253	 195262	+	  2	   6	0.50	  10	   0.00	 1.00	0.00	NA
II	 195545	 195545	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	 196333	 196333	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 202772	 202772	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 203356	 203356	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBL011W
II	 203437	 203471	+	  4	  25	0.36	  35	   2.72	 0.09	0.05	gene:YBL011W
II	 203644	 203644	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 205560	 205585	+	  2	   7	0.57	  26	  -1.79	 1.01	0.01	NA
II	 209561	 209616	+	  8	  40	0.18	  56	  -4.38	-0.95	0.02	gene:YBL008W
II	 209748	 209748	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	gene:YBL008W
II	 217539	 217543	+	  2	   9	0.67	   5	  -0.67	 1.08	0.08	gene:YBL005W
II	 220888	 220888	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 220945	 220977	+	  3	  10	0.40	  33	  -2.30	 0.43	0.01	NA
II	 221314	 221314	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
II	 221459	 221459	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	 223885	 223885	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 225256	 225256	+	  1	  19	1.00	   1	   0.00	 2.00	1.00	NA
II	 225414	 225414	+	  1	   7	1.00	   1	   0.00	 2.00	1.00	NA
II	 227511	 227514	+	  2	  10	0.70	   4	   0.60	 1.12	0.12	gene:YBL004W
II	 236458	 236518	+	  5	  33	0.36	  61	 -15.27	-0.06	0.11	gene:YBL002W
II	 241674	 241674	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
II	 242780	 242798	+	  2	  13	0.69	  19	  -3.46	 1.11	0.11	gene:YBR003W
II	 245817	 245883	+	  8	  43	0.28	  67	  14.74	-0.87	0.04	gene:YBR005W
II	 246879	 246894	+	  2	  13	0.62	  16	  -1.73	 1.04	0.04	gene:YBR006W
II	 246962	 246970	+	  2	  16	0.62	   9	   1.00	 1.05	0.05	gene:YBR006W
II	 248086	 248086	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 248252	 248252	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 256303	 256307	+	  2	  30	0.87	   5	  -1.47	 1.43	0.43	gene:YBR010W
II	 260575	 260610	+	  2	   6	0.50	  36	   0.00	 1.00	0.00	NA
II	 270189	 270236	+	 15	 215	0.28	  48	   1.03	-1.17	0.19	gene:YBR016W
II	 276738	 276738	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 283653	 283689	+	  4	  24	0.42	  37	  -0.50	 0.10	0.05	gene:YBR022W
II	 289328	 289375	+	  4	  18	0.44	  48	  -8.78	 0.14	0.07	gene:YBR024W
II	 289855	 289855	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 300150	 300150	+	  1	  37	1.00	   1	   0.00	 2.00	1.00	gene:YBR031W
II	 302330	 302330	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 307599	 307599	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 308079	 308079	+	  1	  11	1.00	   1	   0.00	 2.00	1.00	NA
II	 311777	 311788	+	  2	   8	0.50	  12	   0.00	 1.00	0.00	gene:YBR038W
II	 311847	 311857	+	  3	  15	0.40	  11	  -0.80	 0.48	0.04	gene:YBR038W
II	 315484	 315552	+	 22	 365	0.22	  69	   2.35	-1.83	0.14	gene:YBR039W
II	 315796	 315814	+	  2	  13	0.77	  19	   4.85	 1.22	0.22	NA
II	 315917	 315917	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 315978	 315995	+	  2	  11	0.73	  18	   3.86	 1.15	0.15	NA
II	 316128	 316128	+	  1	   3	1.00	   1	   0.00	 2.00	1.00	NA
II	 318213	 318237	+	  2	   6	0.50	  25	   0.00	 1.00	0.00	gene:YBR041W
II	 326258	 326282	+	  2	   7	0.57	  25	   1.71	 1.01	0.01	NA
II	 329879	 329912	+	  2	   6	0.50	  34	   0.00	 1.00	0.00	NA
II	 331734	 331824	+	  6	  32	0.31	  91	  14.59	-0.42	0.06	gene:YBR047W
II	 332749	 332821	+	 23	 258	0.13	  73	   9.67	-2.16	0.08	gene:YBR048W
II	 333396	 333402	+	  2	  13	0.69	   7	  -1.15	 1.11	0.11	NA
II	 340994	 340994	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	 342779	 342787	+	  3	  23	0.57	   9	   0.78	 0.63	0.14	NA
II	 347772	 347842	+	  6	  47	0.45	  71	   4.70	-0.27	0.12	gene:YBR056W
II	 347885	 347885	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBR056W
II	 351225	 351244	+	  3	  14	0.50	  20	   0.86	 0.51	0.06	gene:YBR056W-A
II	 370527	 370548	+	  3	  10	0.40	  22	  -3.30	 0.43	0.01	NA
II	 371952	 371952	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
II	 380210	 380250	+	  3	  15	0.53	  41	   4.00	 0.54	0.08	gene:YBR071W
II	 380294	 380381	+	 14	 192	0.36	  88	   1.99	-1.18	0.16	gene:YBR071W
II	 380435	 380456	+	  5	  34	0.53	  22	   1.38	 0.09	0.18	gene:YBR071W
II	 381820	 381820	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	gene:YBR072W
II	 381942	 382324	+	103	1103	0.31	 383	 -90.66	-3.02	0.25	gene:YBR072W
II	 382364	 382364	+	  1	   4	1.00	   1	   0.00	 2.00	1.00	NA
II	 382439	 382510	+	  5	  18	0.28	  72	  -7.56	-0.29	0.01	NA
