chr	start	end	strand	log2FC	logCPM	F	PValue	FDR
I	76178	76199	-	-1.64746446971486	5.35105972439792	9.69367045474256	0.0095562866267456	0.0191440472316773
I	76364	76455	+	-1.06871651415187	10.6375439105952	49.1327318616936	1.9302098593204e-05	0.00010673183153924
I	81974	82006	-	1.51737636119294	7.39050251664768	43.8123080178724	3.28139365904076e-05	0.000161955973215221
I	82688	82711	+	-2.37481837353399	5.874542541511	17.2465460195752	0.00151461893822015	0.00395181541736153
I	84482	84509	-	1.12334250864381	6.65449067079821	19.083274138937	0.00104818503964152	0.00287836817319166
I	92849	92893	+	-1.40860043467894	6.27934287938561	15.3809794605942	0.00226120505382605	0.00557115128704687
II	101161	101224	-	1.85107353454756	8.24105861475126	66.7792765466903	4.4359730119982e-06	3.37272573068488e-05
II	111383	111473	+	1.43949422500667	8.23045499293994	79.5285098368195	1.866787398229e-06	1.71392216599667e-05
II	113626	113651	+	1.88958287535553	5.41320191872314	20.5561623322132	0.000793367523699998	0.00228163497064078
II	117460	117491	+	-2.36712714534704	5.84421616317639	34.2142865711295	9.911586879811e-05	0.000395650383569814
II	126591	126717	+	9.18153436316687	6.92754765781817	243.608519291352	5.40708907081466e-08	1.13899980167031e-06
II	127535	127594	-	-7.08920208692956	4.7651612515419	44.336574573168	7.89172766907938e-05	0.000327096651088077
II	132399	132432	+	-2.00939132835997	5.969411236763	40.2533717767719	4.82261279731521e-05	0.000221176568065371
II	136527	136580	+	3.60856995670413	6.77869846505586	56.7894501011854	9.72543992832216e-06	6.32673672342455e-05
II	140316	140349	-	-1.81035135479877	6.0598545391254	28.9954154127997	0.0002009490504669	0.000721636959093678
II	143270	143351	+	7.83652436306378	5.72776564047448	90.8138141097858	4.15397915778504e-06	3.21867238563408e-05
II	145758	145818	-	-4.85345055112981	6.45327433084331	106.005846388206	4.33276014613233e-07	5.65233535417692e-06
II	159691	159724	-	1.09647672489415	8.30321116521951	53.4427329105876	1.29899715891927e-05	7.83261483928274e-05
II	160074	160147	+	-1.22140704641877	8.1168403412162	52.332168132276	1.43478094474781e-05	8.46259888138529e-05
II	161661	161724	+	-1.13105349755515	6.13149835004836	13.752960325269	0.00329071109054567	0.00765420658059045
II	166906	166967	-	1.78940906274681	6.21148318696868	29.3080821102273	0.000192118100809524	0.00069402129067494
II	167850	167899	-	-1.11831688628024	7.67343076421836	28.2524142666121	0.000223925326335703	0.000789133060924655
II	168364	168418	+	-2.55337310932876	10.021964464901	244.726461814587	5.11105518920014e-09	2.29130773904372e-07
II	171399	171483	+	1.35473415664566	6.10175293672897	13.3658764827105	0.00361183890932864	0.00829019251546846
II	172472	172530	+	-2.38070428975264	6.73190657596056	78.6619155299959	1.97196834358523e-06	1.77696258516402e-05
II	194016	194083	+	2.56198498740089	7.56003065817618	138.422646121872	1.07897977688669e-07	1.94456133123356e-06
II	201742	201792	-	-1.42545380980509	5.3341361608326	12.2338063560217	0.00478749266379629	0.0105454749861901
II	217380	217430	+	-1.93741345107484	5.61551745540377	11.0967435824209	0.00645291145153873	0.0136402550491692
II	220982	221031	-	-6.93779264012818	4.62778320248355	53.4035173599154	3.76733491747588e-05	0.000180254195756516
II	221105	221165	-	-2.86091713626792	6.36503543279327	81.8307205936638	1.61790387678534e-06	1.51398466623797e-05
II	227499	227586	+	-1.57547220142907	7.15530659223397	29.0607272115019	0.000199065524584608	0.000715400917746458
II	235786	235856	-	-2.47532849921118	8.55018356383094	207.026534175718	1.26306415417349e-08	4.29795117077498e-07
II	236356	236518	+	-2.12169786536016	8.50339387931063	156.317515384232	5.67529525983516e-08	1.1751483716748e-06
II	237404	237579	-	1.26304536605503	9.22695644958971	66.6899399099874	4.46515924952501e-06	3.3843403283783e-05
II	23756	23795	-	-1.13164727850034	7.58489275615532	36.1129082168692	7.82351811723897e-05	0.000324822859714034
II	241396	241447	-	1.70836302119931	6.30466013457476	31.5318335059145	0.000140956518034941	0.000531787383203739
II	245813	245883	+	1.22106503230448	6.70503029522983	14.4333641462373	0.0028043383713384	0.00669573626836736
II	248015	248099	+	-3.36807012131274	5.01606796460929	25.1701374599344	0.000359305739073152	0.00117105273029468
II	250947	251014	-	-1.69868310397563	5.76811769900552	13.4288011646081	0.0035571949792044	0.0081724791165291
II	254881	254940	-	-2.76485159201697	5.13702624189735	20.8226434548373	0.000755476632414537	0.00219602705694691
II	255706	255782	-	-1.27024867382422	8.86358137817443	62.7073858582724	6.02950752139982e-06	4.35305394645868e-05
II	256303	256324	+	-1.03466289651148	7.37256457406958	25.6879803439831	0.000330924140476029	0.00109498913753813
II	28155	28285	-	4.32582412959422	7.17935782106497	264.021905505963	3.38342564518487e-09	1.76788574584138e-07
II	283482	283530	-	2.33540170778625	4.9404360968533	12.9530345697475	0.00399603852797545	0.00904405743122258
II	293968	294087	-	2.20314461808154	7.44854596955271	52.3459419182003	1.43299741738056e-05	8.46233669050219e-05
II	300142	300160	+	-1.94481348603457	7.88174254978965	86.2865712776166	1.23871533742862e-06	1.25574767331826e-05
II	305986	306005	-	-1.28430507375942	5.62069775847143	8.56281353945212	0.0134116010006897	0.0254230036888804
II	307556	307608	+	-1.51033786639315	5.46760771894257	12.5914286601522	0.00437281651711488	0.00977748116262699
II	311461	311512	-	1.83864236550017	7.72680625818107	60.544678500235	7.14722074422593e-06	4.96125194599192e-05
II	311777	311888	+	-1.33090513956611	7.57213072657891	31.1534266354592	0.000148406376351397	0.000555069506015293
II	315481	315552	+	1.43772907440674	9.43448340959121	82.9201325815123	1.51386217861414e-06	1.43876042209695e-05
II	31825	31929	+	1.89234185722545	6.68083610913752	13.6558355540241	0.00336799919383866	0.00780785330024723
II	326258	326338	+	-1.34275503237775	5.64509054569006	14.6296439104565	0.0026801753286221	0.00643718319302821
II	331504	331595	-	1.00884050604194	8.19215519862511	20.5138338793316	0.000799590443461256	0.00229546141467992
II	332733	332900	+	-2.4437284807567	10.953740560469	123.979529766866	1.92259945386382e-07	2.94193991902558e-06
II	333388	333492	+	-2.86129281994122	5.97682011702153	15.0842494579226	0.00241670632467067	0.00588278788186467
II	336902	336967	-	1.02017743187492	6.50593432597348	11.3463090277496	0.00603507509535135	0.0128857724501885
II	338121	338332	-	3.82078990090641	8.13983696570275	288.319417466342	2.09355915435135e-09	1.41330382863575e-07
II	340736	340782	-	1.12522906837422	8.0708741101545	48.2925407343464	2.09211992301577e-05	0.000113492258031156
II	347767	347885	+	1.11358991322443	7.10412626082373	24.1346901239263	0.00042514174194155	0.00135035229522688
II	365713	365754	-	-1.09991465049842	6.47062535328779	16.6339984002141	0.00172213954104303	0.00440816991410595
II	366578	366629	-	1.51157976947911	7.26472167731356	52.8312986308158	1.37178442978272e-05	8.14036955527161e-05
II	36702	36830	+	1.36661359471501	9.17936989973656	91.2312554431472	9.34053434264355e-07	1.0145321453416e-05
II	371908	371960	+	-2.309262005497	5.4257750799678	22.5522282536899	0.000555433379907693	0.00169663454276889
II	372351	372865	-	1.55715368685913	11.0972922080235	63.6879339286124	5.5913348502302e-06	4.08520050769071e-05
II	380201	380381	+	1.9440183073924	8.61250145623937	64.0168197357822	5.45283840278783e-06	3.99000175458129e-05
II	380434	380469	+	2.17883431540815	6.19891207172638	35.7122538357623	8.21724577759954e-05	0.000339144342271411
II	381883	382395	+	4.52944727033781	10.6139204263031	512.196371529418	8.84069078514006e-11	3.50134818487748e-08
II	398294	398312	-	-1.31693586003981	6.66108445396487	28.251340687096	0.000223960698137474	0.000789133060924655
II	406980	407042	-	3.68762836852154	5.18213556213351	24.2416882151945	0.000417715423780348	0.00133110887499356
II	40765	40789	+	-1.05623808562945	5.66320516452535	7.01332637689187	0.022178092660409	0.0392026563734484
II	410971	411040	+	-2.85631920230151	6.43364827268456	51.2071726515834	1.589694055683e-05	9.15438020704551e-05
II	415255	415343	-	-2.31077910954386	9.99632593169627	236.112294325915	6.20743121602401e-09	2.58165472625409e-07
II	419142	419255	-	1.34836736826989	8.90439355711432	88.5394396085673	1.08730924760132e-06	1.13537484953391e-05
II	426793	426921	-	1.85657411482262	8.8267805663214	160.551200803012	4.92453157999796e-08	1.05562866380044e-06
II	429115	429132	-	-7.46296919449697	5.06943386188625	74.5810389079866	9.54707206421951e-06	6.24409310006614e-05
II	447539	447603	+	1.9038433726751	6.5444799604588	46.2429641045543	2.55904723520561e-05	0.000133179934187278
II	449575	449607	+	-4.15580389432824	4.8439963808278	29.5685121171483	0.00018510997308707	0.000672197857493795
II	451985	452114	-	-2.14816549997349	8.1255996456315	160.553242682389	4.92419877765179e-08	1.05562866380044e-06
II	45512	45680	+	-1.9070578802122	9.84312491679596	227.706572536311	7.55376597013288e-09	2.96424396860215e-07
II	467290	467411	+	1.28061262342335	6.21354667666935	9.44683697078813	0.0102713110684284	0.0203673703783632
II	473945	474043	-	-2.15153654668006	7.08017992628745	98.3606579731234	6.36397823659328e-07	7.38859159140642e-06
II	474277	474344	+	-6.06193502276361	6.52094325717316	137.366123698669	1.12336598129913e-07	1.99499958576699e-06
II	476458	476503	-	9.88372829226434	7.57535867133851	420.671022482809	4.53392893744713e-09	2.18436615936809e-07
II	479268	479338	+	-1.94562938683717	6.25718755018432	38.7425586911236	5.72635224235764e-05	0.000253543494188465
II	483361	483572	-	-1.61726719156371	9.74442048305853	87.0101712369757	1.18752699220175e-06	1.21909416541218e-05
II	486702	486773	-	1.08757949743384	6.18388602980395	9.30529644164049	0.0107099721035918	0.0211161767650233
II	489525	489888	-	1.95550670709499	7.34369435580438	24.3135092991812	0.000412816323998858	0.00131981881246941
II	501580	501629	-	2.75428462517123	6.19456474978333	42.6233116631465	3.72104439409242e-05	0.0001782145868273
II	512937	513031	+	2.36247699515517	6.89728166516042	71.0036098254545	3.2806260608993e-06	2.71027613112665e-05
II	528234	528285	+	-1.0997305028245	6.73983523678619	16.9765170214938	0.0016022378579175	0.00414706883863114
II	533706	533721	+	-1.32714257299987	5.56003854118807	8.01481498551586	0.0159350076229277	0.0296066208955639
II	549674	549742	+	-1.63472641905847	6.12808111424731	26.8883179708084	0.000274700093817561	0.000941346446088855
II	554310	554398	-	2.12481445832633	7.71825898049222	111.981723325937	3.26383458732509e-07	4.46118514098985e-06
II	564985	565016	+	-1.88188930356494	5.35327860648099	8.02240325924646	0.0158963907203011	0.0295574464061846
II	565604	565644	+	-1.70134490145234	5.91423793560757	17.1843124093849	0.00153430021971643	0.00399246249686638
II	565728	565733	+	-2.35668469839226	4.60532098896659	13.7185219103691	0.00331787345456175	0.00771369910649665
II	571220	571246	-	-1.13578379276786	6.92880379468141	26.6420296678265	0.000285255606189342	0.000972227952946009
II	576011	576112	-	1.6802266585196	8.34272398771305	80.8763153014949	1.71602564230725e-06	1.59051062389849e-05
II	578056	578159	-	1.02213229281992	7.5457722834626	22.5157127603707	0.000558955981993215	0.00170632359371329
II	592766	592839	-	-3.31400905505947	9.57717221429941	507.007710414661	9.3541977812181e-11	3.50134818487748e-08
II	59548	59608	-	1.04793240102515	6.33095045043801	13.1559270420042	0.00380148109680237	0.00866417190493693
II	602505	602554	+	-4.34639210092703	5.29647350033486	39.6943370891563	5.13594170450644e-05	0.000232730140171903
II	604454	604537	+	-3.18725534807035	9.69136171342971	405.526854540812	3.21737861796962e-10	6.80685406740877e-08
II	606191	606276	+	-2.66599014145106	9.0506536139047	256.754325781493	3.93831710256165e-09	1.95549500214949e-07
II	60757	60845	-	-3.13959435416642	7.01787534744124	107.264397458688	4.07694844216337e-07	5.37626859608861e-06
II	615848	615896	-	-1.0030260528179	6.4846568838591	12.2522825917556	0.00476495926048714	0.0105010379354757
II	620809	620841	+	1.99258397563779	6.36398940237913	27.910349663337	0.000235536317380704	0.000823361868085134
II	623203	623263	-	7.94714994899156	5.82263729847636	100.705907152922	2.66823788517866e-06	2.26195915492671e-05
II	623422	623477	+	1.28764423876589	7.77320679960759	33.3520470226744	0.000110730612613094	0.000432783261827564
II	628934	628989	+	1.3292782238689	6.13187342593041	14.8819301227611	0.00252999471971755	0.0061279015958913
II	633406	633457	-	2.60378091344774	6.15332898287286	58.4053799831682	8.5005814439116e-06	5.64737782354305e-05
II	647434	647550	+	1.09854147578513	7.50512717767592	14.2815965845103	0.00290502145823208	0.006903486736179
II	670440	670514	+	1.76064927022421	6.13461029996019	20.3667443902652	0.00082166702751568	0.00235467123432939
II	679758	679969	-	4.99709553352845	6.21464146414271	21.0853988366645	0.000720188029303182	0.00211237790873374
II	680011	680116	-	1.21874673076761	10.4371950020637	21.9386566101105	0.000618279377941946	0.00185253146941463
II	683099	683170	-	1.88401029702916	7.56410986121429	59.152001446675	7.99652327072629e-06	5.44973140551178e-05
II	697286	697402	-	-4.31310951979179	7.8270210071558	250.25713618449	4.52699924258138e-09	2.18436615936809e-07
II	704070	704095	-	3.24761320731722	6.11636183447456	39.106113149618	5.4918521074111e-05	0.000245168370226261
II	714449	714537	-	-1.16132928918552	8.90928647504984	56.8718831758556	9.65812985838129e-06	6.29979355105675e-05
II	71540	71595	+	-2.09989138881354	7.16857817166743	77.5728435617561	2.11420715391937e-06	1.87049672926757e-05
II	716510	716561	-	-2.81927776978952	6.17381767368895	29.8918963404995	0.000176822565899703	0.000644960010778175
II	718015	718130	-	-3.13908868999055	7.53639999169324	132.145616009331	1.37693111346685e-07	2.29457082127729e-06
II	722559	722605	+	-1.92500521439992	7.15095248881872	96.274501742172	7.10119274163913e-07	8.08699851854333e-06
II	727044	727124	-	1.57695520421557	7.75353634814762	88.9236756060045	1.06371570528102e-06	1.11552599609859e-05
II	736023	736099	-	1.00513102070905	8.90045376468941	27.7897727174505	0.000239797276996957	0.000835006648670269
II	742510	742607	-	1.23714985065194	9.21628152841777	36.8650473427197	7.14276261961829e-05	0.000300632100494356
II	764664	764742	-	1.80673409389631	6.12432932214262	19.5337024423579	0.0009611676051379	0.00269104808204892
II	773771	773846	+	4.34147070755942	5.72047869335725	35.3159640004357	8.62984057149762e-05	0.000353474783004271
II	776499	776548	+	1.05770075168074	6.91250616324035	18.6822722854608	0.00113356763110161	0.00307809156972122
II	779504	779521	-	-1.28726021192941	6.41511349541176	21.1238037904959	0.000715194601994398	0.002101531964556
II	786831	786870	-	-1.32685288659102	5.18523672581605	10.0081657901595	0.0087290263337916	0.0177128616097706
II	789093	789181	+	9.62630688190152	7.32133494190924	101.881888579442	2.53828444742082e-06	2.17420024905385e-05
II	798551	798605	-	3.98164793518687	7.91267958024394	242.791270331504	5.33605915921542e-09	2.33921296114795e-07
II	799367	799469	+	7.73105912821448	5.61072656790972	58.5951263163079	2.58708717232188e-05	0.000134351826899875
II	80687	80803	-	2.09383291155825	9.20551039203744	180.9188370077	2.60472117003299e-08	6.85112065588136e-07
II	84269	84307	-	-2.28563194969066	6.47687389155469	56.7067114986555	9.79355542462204e-06	6.34708601786421e-05
II	85732	85813	-	7.12351737878489	5.11565330317827	54.6838065220033	3.424050359495e-05	0.000167115637405242
II	85855	86071	-	8.64893952431662	6.4042174622505	41.6245162278425	0.000100942966520134	0.00040162589949875
II	86456	86491	-	10.3919739503778	8.05082191828499	504.478552827501	1.97487902567469e-09	1.39430507267659e-07
II	89436	89501	-	-1.8263397685493	9.14707671760354	158.87029041635	5.20770985954862e-08	1.10658149242636e-06
II	90685	90712	+	-3.73923051127246	5.65864171491787	42.880646726519	3.62028387782269e-05	0.000174074124006771
II	92339	92396	+	-1.44950809009707	5.8640344407912	14.761757426316	0.00260025552433147	0.00627621199474055
II	96094	96179	-	1.13112411214024	8.47423899397683	24.759944628431	0.000383838520805532	0.00123774568736893
III	103344	103402	-	-1.01217875614428	7.91695795471143	38.7203109388308	5.74108139157633e-05	0.000253964564103731
III	104362	104394	-	1.20940330204238	6.04826769385832	14.5875918196997	0.00270622069164529	0.00648693097810148
III	105520	105598	-	-1.31568753610006	8.51544217719447	53.5179402852841	1.29036193456801e-05	7.79987723429556e-05
III	106807	106919	-	-1.23410058787409	8.37723669955136	39.9973370860837	4.96323687532139e-05	0.000226770991880882
III	114594	114678	+	3.05910348934209	5.47300438259228	28.2932726713772	0.000222584021554352	0.000786157765625306
III	120478	120527	-	2.07823627429798	7.91046393039179	78.8875460986873	1.94392575653922e-06	1.76213005643798e-05
III	122338	122401	-	2.36307114476315	7.85767535167064	171.520088790996	3.4637399792436e-08	8.24065453139247e-07
III	123358	123449	-	-3.46101291908635	6.01105250936443	48.3853667973182	2.07346664393847e-05	0.000112773642793051
III	132548	132669	-	7.83512395286731	5.72108074753336	93.6868798898738	3.63682290941258e-06	2.90392026346837e-05
III	133173	133280	-	6.26535405118914	9.61788819434362	529.799321069388	7.32952793513378e-11	3.48983299886226e-08
III	133415	133456	-	4.35555807758426	6.06743522007183	37.789659232646	6.39918044082157e-05	0.000274347242511346
III	143573	143626	+	-2.90439173440023	6.61246096659348	33.1177291749335	0.000114159300149057	0.000443335318854996
III	155227	155310	+	1.23581945017884	5.92009818774677	11.7773357179754	0.00538643256324112	0.0116698044758376
III	166389	166425	-	1.32861282870435	6.82440339273169	35.6394602207776	8.2912622007445e-05	0.000341619660193249
III	16878	16944	-	1.0600198992189	9.09565611070534	51.6139241396681	1.53151261461896e-05	8.91428275446873e-05
III	17226	17317	+	-1.13075667945113	7.0000626135016	29.6835326741385	0.000182110935028408	0.000662791181636675
III	178220	178270	-	-2.31673061796563	8.95535363359718	267.85618695733	3.12795561042418e-09	1.76335945251516e-07
III	190536	190566	+	-2.33445462791434	5.33587813613401	21.0152001460312	0.000729421963536927	0.00213303321789104
III	206668	206703	-	-1.41823947345606	6.32688001002164	15.1028913125531	0.00240657260576843	0.00586105220203664
III	216593	216667	+	-1.47296010570037	6.686003817858	26.8173138199789	0.000277695275172746	0.000948922197324846
III	220137	220184	-	-1.78221852572444	4.97036886889052	13.2830043612549	0.00368532755541982	0.0084349971235526
III	22141	22172	-	1.96154707994425	5.83344320898139	19.1776136062578	0.0010292148272556	0.00284219837834905
III	23384	23447	-	-2.06237537171464	7.72608273296165	118.04628210134	2.48235940044228e-07	3.57371622560715e-06
III	23519	23614	+	-1.10914764445669	7.12791336019588	27.6105171668853	0.000246300919663316	0.000854850410186659
III	250018	250070	-	1.13861660513263	6.45001946945999	9.98629863701819	0.00878372202207	0.0178015790751323
III	258810	258913	+	1.05143395605427	9.71472438819628	47.4653104148741	2.26737814549095e-05	0.000121242440175373
III	263299	263348	+	1.64875523473688	5.590647589363	8.14220285265182	0.0153012509543294	0.0286121937003014
III	264431	264509	-	-2.14918605573907	6.61371282423492	30.7740341469766	0.000156345700229043	0.000581634692136487
III	27326	27399	-	1.81866726436664	6.47825988447963	37.6072054749519	6.53840378397008e-05	0.000279331631367852
III	38799	38874	-	-1.19585106727047	8.27329615627214	69.2560985876045	3.70950473977328e-06	2.94460849326864e-05
III	40739	40809	-	1.24352358075928	6.27872272546199	13.267952609601	0.00369886406135461	0.00845456018829055
III	48372	48447	-	2.18768438437929	6.71653136109006	39.2142257752352	5.42431127372079e-05	0.000243045107347379
III	49570	49953	-	9.71633205631138	7.40138471040861	68.9957242486631	1.32078935941415e-05	7.94432759321292e-05
III	50778	50868	+	1.89585875413032	8.8078234338172	156.55616238018	5.62954653938243e-08	1.17065698549722e-06
III	51209	51514	+	4.64888088227794	7.30919131103239	44.3276531810635	3.11002186492169e-05	0.000155204508779877
III	51612	51707	+	7.18566406090945	5.16963502345907	59.6615586883225	2.40356390401941e-05	0.00012655669306268
III	58734	58772	-	-1.89545333004755	7.2348651469412	90.6676881201247	9.63917379818346e-07	1.03541323845388e-05
III	61099	61264	-	1.65394497974836	10.2140538554866	137.880364408761	1.1014988239358e-07	1.97054899899691e-06
III	63214	63293	-	2.71694649691741	5.95551547292656	21.0326387630004	0.000727115117981455	0.00212884606744751
III	63364	63439	+	1.03132564442025	7.4483845571071	19.2361716081077	0.00101764343381063	0.00281835682921031
III	67753	67824	-	-3.25464965285849	4.9713417504323	14.3282307764232	0.00287363607263455	0.00683770813175535
III	68359	68415	-	-5.24416179749287	7.79305708965635	232.563135886783	6.73825916529281e-09	2.70978257010866e-07
IV	1005564	1005651	+	1.38072367853378	8.19937250221359	37.2237235803442	6.84282345082652e-05	0.000290045112471445
IV	1008926	1008991	+	1.21259629255462	8.65620165002081	82.8675460426875	1.51869990725745e-06	1.44054459039274e-05
IV	101068	101119	-	1.73549517776525	6.66314560756945	25.1714336226085	0.000359231199831106	0.00117105273029468
IV	1011573	1011641	+	-1.35920706874618	7.26582603285651	44.1439534063277	3.16987208437365e-05	0.000157393852679206
IV	1012155	1012181	+	3.01702058271005	6.38914717208233	86.589856340919	1.21695063617302e-06	1.2388455639368e-05
IV	1015832	1015863	-	-1.22356432013059	7.83085786631475	51.0015180526551	1.62009939617937e-05	9.28476255084983e-05
IV	1020592	1020705	+	-1.13506938849398	7.96976105025287	45.3028735779165	2.8137041624084e-05	0.000142768346759951
IV	1022352	1022479	-	2.89077694211178	7.13972239468099	80.369093083067	1.77101721592661e-06	1.63525043125216e-05
IV	1024711	1024762	-	1.50497022442711	5.9712970640323	12.5699368317007	0.00439650409567045	0.00981798482309886
IV	103368	103422	-	1.09089485289504	7.10299002730827	15.7766837353264	0.00207183844292323	0.00515681118325547
IV	1035907	1036003	+	2.08199902535284	6.97751377592545	60.9854460376895	6.90086791937986e-06	4.82465851949747e-05
IV	1056515	1056529	+	-5.40745846076822	5.90324178721205	83.9493370745767	1.42273364806864e-06	1.36279959281535e-05
IV	1058890	1058994	-	2.16597759954833	7.30058253130468	81.7648337884104	1.62446165683994e-06	1.51720353592767e-05
IV	1059545	1059615	+	-2.12260451757758	9.60377680321159	99.5084970425162	5.99687740680027e-07	7.15215820134561e-06
IV	1062797	1062869	-	-2.72068202377148	6.00018656783909	49.7668008463098	1.81773811959443e-05	0.000101667973447661
IV	1067660	1067706	+	-1.21648378864185	6.16984245207121	19.009039036518	0.00106340305111711	0.00291358065694587
IV	1072754	1072767	+	-6.71965435254496	4.46464969284721	47.2507002686286	6.14164532046668e-05	0.000266832554726704
IV	1084553	1084617	-	1.24799418843379	6.98154115221996	17.2978766315111	0.00149860970251803	0.00391424305553017
IV	1095625	1095667	+	1.9544345794202	5.94880678869187	12.2937173525581	0.00471488073629302	0.0104142576771683
IV	1108099	1108171	-	1.02895664157844	7.09892975406927	28.4489965285537	0.000217557943219061	0.000772727701973687
IV	1108483	1108537	-	3.09568868220033	5.51298315401695	17.168123036425	0.00153946946757741	0.00400271568614455
IV	1108652	1108680	+	-2.01129394677192	5.88576404887797	18.7399899986865	0.00112078601788391	0.00305019282048273
IV	1112288	1112339	-	1.77983926796765	7.93878075548614	108.388371813095	3.86340221880662e-07	5.1364249171347e-06
IV	1127561	1127629	-	1.24408807237561	7.76667408607593	34.0452445895825	0.000101275310197511	0.000402290334221295
IV	1127788	1127845	+	1.4520226286225	7.42861749846433	27.54859267529	0.000248595774513338	0.00086158620995862
IV	1135768	1135798	+	1.1839217775956	5.68049909968032	8.32540369949981	0.0144416280889706	0.0271219460752339
IV	1150500	1150560	-	-1.03051305176251	7.54599881178378	31.6081519360056	0.000139507887353464	0.00052705386635245
IV	1153617	1153718	-	-1.27253561140861	7.26120859960388	40.696071122528	4.59037662614767e-05	0.000211903747027967
IV	1155962	1156108	-	1.15774628657231	9.41281043982795	43.4804472296606	3.39764060231975e-05	0.000166327154636699
IV	1161405	1161422	-	7.70534624467076	5.60753134559526	76.7916463976233	8.44666745116112e-06	5.63806362377915e-05
IV	1164677	1164697	-	-6.76738573344631	7.22385536955656	220.515058637957	8.98513045874025e-09	3.33753013833817e-07
IV	1172008	1172040	-	-1.07075712787187	5.89410823421491	9.05272289224292	0.011549351705596	0.0223990216817179
IV	117605	117699	+	-1.82837473893008	9.50179060953423	202.734146306504	1.41391014432928e-08	4.52637286993834e-07
IV	1189535	1189738	-	1.65832308527929	7.62187158527653	59.5501483078235	7.74213981476414e-06	5.32108083879129e-05
IV	1195118	1195217	-	1.49251661275713	6.00164242962348	13.5477623933597	0.00345653648283025	0.00799026438263753
IV	1198772	1198821	-	1.35299881213812	5.68060033075991	9.29665882912055	0.0107374548123645	0.0211361064389021
IV	1201926	1201956	+	7.79435314672963	5.68471876779195	91.2712967328168	4.06592014602296e-06	3.17063580617752e-05
IV	1204166	1204242	-	1.66127782577702	6.72846718146195	21.1963862335165	0.000705868455500566	0.00207915006323593
IV	1206399	1206474	-	-2.8255889534321	7.86839561151463	276.464617391099	2.63264061812002e-09	1.58153447503358e-07
IV	1206944	1206999	+	1.74849643308202	7.68767130970553	56.4921124761011	9.97286018449474e-06	6.4275414116227e-05
IV	1212779	1212811	+	-1.30844290084846	5.29189695457088	7.18954776121279	0.020892344916241	0.0373757905744223
IV	1213848	1213904	+	2.19039130024623	6.0204984461092	20.1964500856063	0.000848130664819121	0.00241769409197999
IV	121987	122046	+	-1.28383141747419	6.18994589338342	16.8565942635982	0.00164306147336923	0.00424145205804492
